inventory_item_id,indicator_id,ui_title,short_title,source_name,category,subcategory,category_final,subcategory_final,ui_exposure_level,currently_in_app,api_candidate_status,use_mode,neighbourhood_suitability,geography_level,geography_type,period_type,time_coverage,latest_period_available,unit_type,polarity,direction_hint,metric_family,history_available,default_view,primary_visual_final,secondary_visual_final,module_bundle_view,view_toggle_options_compact,view_toggle_options_full,comparison_view,benchmark_style,comparator_note,trend_view,trend_note,map_view_final,map_role,map_note,distribution_view,composition_view,axis_guidance,labelling_guidance,accessibility_guidance,misinterpretation_risks,visual_rationale,expert_review_questions,expert_review_amendment,operational_review_notes,operational_review_amendment,pie_allowed,suggested_aggregation_method,aggregation_warning,methodology_summary,caveats,source_url,docs_url,review_include_decision,review_primary_visual_override,review_secondary_visual_override,review_notes,notes,title
api::ohid fingertips api::fingertips_94125::share_smoking_in_early_pregnancy,fingertips_94125,Smoking in early pregnancy,Smoking in early pregnancy,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",numerator / denominator x 100,This indicator is based on some self-reporting of smoking status therefore bias may remain as women may under-report smoking in early pregnancy. Smoking status is usually collecte…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=94125,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_91184::share_smoking_prevalence_age_15_years_occasional_smokers,fingertips_91184,"Smoking prevalence age 15 years, occasional smokers","Smoking prevalence age 15 years, occasional smokers",OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.","Secondary school children (aged 11 to 15 years) were asked to complete a paper questionnaire asking about their experiences of smoking, drinking and drug use.…",Data is only available at national level,https://digital.nhs.uk/data-and-information/publications/statistical/smoking-drinking-and-drug-use-among-young-people-in-england/2018',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93674::share_smoking_prevalence_in_adults_aged_18_and_over_admitted_to_treatment_for_su,fingertips_93674,Smoking prevalence in adults (aged 18 and over) admitted to treatment for substance misuse (NDTMS) - alcohol,Smoking prevalence in adults (aged 18 and over) admitted to treatment…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The prevalence is calculated by dividing the number of adults receiving treatment for substance misuse (alcohol) who were reported as smokers at admission (age…,The denominator is based on only those individuals who have returned a Treatment Outcomes Profile form at both the start of treatment and at their six-month review. The National D…,https://www.gov.uk/government/publications/substance-misuse-treatment-for-adults-statistics-2018-to-2019/adult-substance-misuse-treatment-statistics-2018-to-2019-report',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93675::share_smoking_prevalence_in_adults_aged_18_and_over_admitted_to_treatment_for_su,fingertips_93675,Smoking prevalence in adults (aged 18 and over) admitted to treatment for substance misuse (NDTMS) - alcohol & non-opiates,Smoking prevalence in adults (aged 18 and over) admitted to treatment…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The prevalence is calculated by dividing the number of adults receiving treatment for substance misuse (alcohol & non-opiates) who were reported as smokers at…,The denominator is based on only those individuals who have returned a Treatment Outcomes Profile form at both the start of treatment and at their six-month review. The National D…,https://www.gov.uk/government/publications/substance-misuse-treatment-for-adults-statistics-2018-to-2019/adult-substance-misuse-treatment-statistics-2018-to-2019-report',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93672::share_smoking_prevalence_in_adults_aged_18_and_over_admitted_to_treatment_for_su,fingertips_93672,Smoking prevalence in adults (aged 18 and over) admitted to treatment for substance misuse (NDTMS) - all opiates,Smoking prevalence in adults (aged 18 and over) admitted to treatment…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The prevalence is calculated by dividing the number of adults receiving treatment for substance misuse (all opiates) who were reported as smokers at admission…,The denominator is based on only those individuals who have returned a Treatment Outcomes Profile form at both the start of treatment and at their six-month review. The National D…,https://www.gov.uk/government/publications/substance-misuse-treatment-for-adults-statistics-2018-to-2019/adult-substance-misuse-treatment-statistics-2018-to-2019-report',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93673::share_smoking_prevalence_in_adults_aged_18_and_over_admitted_to_treatment_for_su,fingertips_93673,Smoking prevalence in adults (aged 18 and over) admitted to treatment for substance misuse (NDTMS) - non-opiates,Smoking prevalence in adults (aged 18 and over) admitted to treatment…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The prevalence is calculated by dividing the number of adults receiving treatment for substance misuse (non-opiates) who were reported as smokers at admission…,The denominator is based on only those individuals who have returned a Treatment Outcomes Profile form at both the start of treatment and at their six-month review. The National D…,https://www.gov.uk/government/publications/substance-misuse-treatment-for-adults-statistics-2018-to-2019/adult-substance-misuse-treatment-statistics-2018-to-2019-report',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_92536::share_smoking_prevalence_in_adults_aged_18_and_over_with_serious_mental_illness_,fingertips_92536,Smoking prevalence in adults (aged 18 and over) with serious mental illness (SMI),Smoking prevalence in adults (aged 18 and over) with serious mental i…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,This indicator will be updated annually,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Numerator and denominator counts for local authorities are estimated from counts for CCGs. Counts for CCGs include all those resident within the CCG’s boundary…,"A known limitation of the GPES extract is that if a patient was at GP practice A during thereporting period, but moved to practice B by the time of the data extract, the activity…",https://indicators.hscic.gov.uk/download/Clinical%20Commissioning%20Group%20Indicators/Specification/CCG_1.23_I01974_S.pdf',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_92445::share_smoking_prevalence_in_adults_in_routine_and_manual_occupations_aged_18_to_,fingertips_92445,Smoking prevalence in adults in routine and manual occupations (aged 18 to 64) - current smokers (APS),Smoking prevalence in adults in routine and manual occupations (aged…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,benchmark_only,MEDIUM,Sub-ICB,nhs_sub_icb,annual,Annual,,share,negative,higher_is_worse,benchmark_context,True,benchmark_only_compare,benchmark_only_compare,trend_line,,benchmark_only_compare|trend_line,benchmark_only_compare|trend_line,benchmark_only_compare,direct_labelled_markers_selected_borough_london,"Show against borough, London or source geography benchmark only; do not fabricate a neighbourhood estimate.",trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,This indicator is better used for context or benchmarking than as a direct neighbourhood estimate.,Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,direct_lookup,"Useful for borough or ICB context, but not a direct neighbourhood measure.",The prevalence is calculated by dividing the weighted number of self-reported smokers aged 18-64 years by total number of respondents (with a valid smoking sta…,Each eligible participant (18 years and over) in the Annual Population Survey (APS) was asked two smoking related questions;From 2016:1.Have you ever smoked cigarettes regularly?…,http://doc.ukdataservice.ac.uk/doc/7522/mrdoc/pdf/lfs_user_guide_vol3_variabledetails2015.pdf,https://fingertips.phe.org.uk/api,include_in_tiered_nav,,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_94247::share_smoking_prevalence_in_adults_with_a_long_term_mental_health_condition_aged,fingertips_94247,Smoking prevalence in adults with a long-term mental health condition (aged 18 and over) - current smokers (GPPS),Smoking prevalence in adults with a long-term mental health condition…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The prevalence is calculated by dividing the sum of the individual weighted counts of the numerator by the sum of the individual weighted counts of the denomin…,"Values suppressed where count The GPPS methodology has historically used a simultaneous push-to-web approach, offering the option to take part online and a paper questionnaire in…",https://www.gp-patient.co.uk/surveysandreports',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93454::share_smoking_prevalence_in_adults_with_a_long_term_mental_health_condition_aged,fingertips_93454,Smoking prevalence in adults with a long-term mental health condition (aged 18 and over) - current smokers (GPPS) (old method),Smoking prevalence in adults with a long-term mental health condition…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Individual responses are weighted in order to make the sample more representative of the population. The prevalence is calculated by dividing the sum of the in…,"Previously the GPPS fieldwork was carried out in two waves across the financial year. From 2016/17 there was only one wave of fieldwork from January to March, however due to the t…",https://www.gp-patient.co.uk/surveysandreports',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93455::share_smoking_prevalence_in_adults_with_anxiety_or_depression_aged_18_and_over_c,fingertips_93455,Smoking prevalence in adults with anxiety or depression (aged 18 and over) - current smokers (GPPS),Smoking prevalence in adults with anxiety or depression (aged 18 and…,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,share,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The prevalence is calculated by dividing the sum of the individual weighted counts of the numerator by the sum of the individual weighted counts of the denomin…,"Previously the GPPS fieldwork was carried out in two waves across the financial year. From 2016/17 there was only one wave of fieldwork from January to March, however due to the t…",https://www.gp-patient.co.uk/surveysandreports',https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_92530::rate_stillbirth_rate,fingertips_92530,Stillbirth rate,Stillbirth rate,OHID Fingertips API,Population & Demographics,Population change and structure,Population & Demography,"Births, life expectancy & population context",advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,The data will be updated annually,,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.","Crude rate per 1,000 births: The number of stillbirths is divided by the total of all births in the same area and multiplied by 1,000.",Births were assigned to geographical areas by Office for National Statistics (ONS) using the postcode of mother’s usual residence and the National Statistics Postcode Directory (N…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=92530,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
