date,geography,geography code,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Total: All usual residents aged 3 years and over
2021,Hounslow 009C,E01002679,1261,524,243,191,17,73,1785
2021,Hounslow 009D,E01002680,1484,530,278,172,6,74,2014
2021,Hounslow 014C,E01002681,1832,516,246,190,10,70,2348
2021,Hounslow 014D,E01002682,1709,541,286,191,9,55,2250
2021,Hounslow 006E,E01002686,1383,346,138,161,8,39,1729
2021,Hounslow 029A,E01002687,1226,371,219,115,2,35,1597
2021,Hounslow 007E,E01002689,1286,220,126,64,3,27,1506
2021,Hounslow 007F,E01002690,1165,175,120,40,1,14,1340
2021,Hounslow 029B,E01002691,1032,566,323,165,12,66,1598
2021,Hounslow 029C,E01002692,1544,494,308,133,5,48,2038
2021,Hounslow 029D,E01002693,1444,292,193,69,4,26,1736
2021,Islington 019A,E01002694,1313,321,123,119,10,69,1634
2021,Islington 021A,E01002695,1130,312,200,72,1,39,1442
2021,Islington 020A,E01002696,1417,275,215,27,6,27,1692
2021,Islington 019B,E01002697,1349,575,269,158,14,134,1924
2021,Islington 017A,E01002698,1668,301,225,53,6,17,1969
2021,Islington 017B,E01002699,1309,141,103,25,1,12,1450
2021,Islington 017C,E01002700,1192,135,100,25,4,6,1327
2021,Islington 023A,E01002701,1138,301,165,86,5,45,1439
2021,Islington 023B,E01002702,1764,623,333,203,6,81,2387
2021,Islington 023C,E01002703,1737,514,317,129,10,58,2251
2021,Islington 023D,E01002704,1827,461,283,134,1,43,2288
2021,Islington 023E,E01002706,1589,391,245,107,3,36,1980
2021,Islington 022B,E01002707,1342,417,267,90,11,49,1759
2021,Islington 015A,E01002708,1551,501,280,139,3,79,2052
2021,Islington 019C,E01002709,1282,369,217,100,8,44,1651
2021,Islington 019D,E01002710,1229,333,200,88,6,39,1562
2021,Islington 021B,E01002711,1434,554,359,140,4,51,1988
2021,Islington 015B,E01002712,1070,257,161,71,7,18,1327
2021,Islington 015C,E01002713,2293,409,211,118,9,71,2702
2021,Islington 017D,E01002714,1271,212,140,53,3,16,1483
2021,Islington 019E,E01002715,1234,376,164,121,13,78,1610
2021,Islington 014A,E01002716,1785,409,201,115,15,78,2194
2021,Islington 016A,E01002717,973,196,120,54,2,20,1169
2021,Islington 014B,E01002718,1341,194,135,42,5,12,1535
2021,Islington 016B,E01002719,1255,174,125,29,2,18,1429
2021,Islington 016C,E01002720,1673,372,162,131,14,65,2045
2021,Islington 014C,E01002721,1363,179,114,48,1,16,1542
2021,Islington 018A,E01002722,1081,271,146,96,6,23,1352
2021,Islington 022C,E01002723,1237,353,214,93,3,43,1590
2021,Islington 022D,E01002724,1504,379,270,86,1,22,1883
2021,Islington 022E,E01002725,1058,253,138,68,3,44,1311
2021,Islington 022F,E01002726,1244,339,194,114,3,28,1583
2021,Islington 021C,E01002727,1259,215,152,40,0,23,1474
2021,Islington 021D,E01002728,949,342,226,79,7,30,1291
2021,Islington 021E,E01002729,1259,197,115,56,1,25,1456
2021,Islington 007A,E01002730,1270,438,217,114,13,94,1708
2021,Islington 005A,E01002732,1391,364,136,128,19,81,1755
2021,Islington 007C,E01002733,1119,290,170,86,4,30,1409
2021,Islington 005B,E01002734,1576,710,314,226,36,134,2286
2021,Islington 003A,E01002735,2285,602,323,182,23,74,2887
2021,Islington 005C,E01002736,1038,376,128,144,15,89,1414
2021,Islington 005D,E01002737,1377,496,202,159,11,124,1873
2021,Islington 009A,E01002738,1556,261,170,57,7,27,1817
2021,Islington 013A,E01002739,1568,207,159,32,1,15,1775
2021,Islington 013B,E01002740,1780,320,255,51,2,12,2100
2021,Islington 009B,E01002741,1195,287,113,93,17,64,1482
2021,Islington 006A,E01002742,1598,341,151,91,20,79,1939
2021,Islington 009C,E01002743,1283,187,118,48,0,21,1470
2021,Islington 009D,E01002744,1090,182,106,42,6,28,1272
2021,Islington 013C,E01002745,1218,151,93,38,3,17,1369
2021,Islington 006B,E01002747,1308,193,102,55,2,34,1501
2021,Islington 006C,E01002748,1299,306,137,89,10,70,1605
2021,Islington 006D,E01002749,1224,236,121,66,6,43,1460
2021,Islington 005E,E01002751,1315,419,191,152,10,66,1734
2021,Islington 009E,E01002752,1332,249,153,49,8,39,1581
2021,Islington 002A,E01002753,1138,275,146,75,10,44,1413
2021,Islington 002B,E01002754,1265,244,147,60,8,29,1509
2021,Islington 001A,E01002755,1056,213,99,66,6,42,1269
2021,Islington 001B,E01002756,1135,134,83,37,5,9,1269
2021,Islington 002C,E01002757,1215,183,84,62,10,27,1398
2021,Islington 001C,E01002758,1279,398,152,146,18,82,1677
2021,Islington 002D,E01002759,1319,150,91,34,3,22,1469
2021,Islington 002E,E01002760,1348,326,154,111,8,53,1674
2021,Islington 011C,E01002762,1442,379,274,76,3,26,1821
2021,Islington 007D,E01002763,982,284,158,83,3,40,1266
2021,Islington 010A,E01002764,1358,403,198,113,15,77,1761
2021,Islington 015D,E01002765,2045,766,377,281,10,98,2811
2021,Islington 015E,E01002766,1645,482,232,161,14,75,2127
2021,Islington 011D,E01002767,1630,460,239,144,12,65,2090
2021,Islington 004A,E01002768,1342,221,129,68,3,21,1563
2021,Islington 008A,E01002769,1460,347,190,103,15,39,1807
2021,Islington 004B,E01002770,1415,373,243,93,10,27,1788
2021,Islington 004C,E01002771,1268,242,154,64,2,22,1510
2021,Islington 002F,E01002772,1498,339,199,100,4,36,1837
2021,Islington 004D,E01002773,1260,322,138,125,7,52,1582
2021,Islington 004E,E01002774,1720,354,229,90,7,28,2074
2021,Islington 014D,E01002775,1164,198,125,51,6,16,1362
2021,Islington 014E,E01002776,1531,262,152,63,5,42,1793
2021,Islington 012A,E01002777,1407,224,123,61,8,32,1631
2021,Islington 012B,E01002778,1501,377,152,126,9,90,1878
2021,Islington 012C,E01002779,1400,287,182,86,4,15,1687
2021,Islington 014F,E01002780,1443,211,116,45,6,44,1654
2021,Islington 012D,E01002781,1422,269,131,95,8,35,1691
2021,Islington 012E,E01002782,1104,293,110,108,18,57,1397
2021,Islington 010B,E01002783,1355,304,170,91,5,38,1659
2021,Islington 010C,E01002784,1396,317,154,102,7,54,1713
2021,Islington 008B,E01002785,1507,310,206,73,5,26,1817
2021,Islington 010D,E01002786,1432,449,262,112,10,65,1881
2021,Islington 010E,E01002787,1042,379,191,133,4,51,1421
2021,Islington 008C,E01002788,1484,291,183,70,7,31,1775
2021,Islington 008D,E01002789,1612,190,129,45,1,15,1802
2021,Islington 016D,E01002790,1209,171,83,53,10,25,1380
2021,Islington 016E,E01002791,1518,273,190,54,5,24,1791
2021,Islington 017E,E01002792,1547,251,191,39,2,19,1798
2021,Islington 016F,E01002793,1469,325,180,75,12,58,1794
2021,Islington 020B,E01002794,1666,306,227,56,0,23,1972
2021,Islington 013D,E01002795,1538,347,204,88,8,47,1885
2021,Islington 013E,E01002796,959,126,65,31,8,22,1085
2021,Islington 018B,E01002797,1416,355,247,68,4,36,1771
2021,Islington 018C,E01002798,1679,210,143,43,3,21,1889
2021,Islington 018D,E01002799,1415,419,245,115,6,53,1834
2021,Islington 018E,E01002800,1298,387,246,82,11,48,1685
2021,Islington 020C,E01002801,1247,172,131,23,3,15,1419
2021,Islington 020D,E01002802,1495,301,190,79,8,24,1796
2021,Islington 001D,E01002804,1249,235,112,73,4,46,1484
2021,Islington 003B,E01002805,1133,264,163,67,8,26,1397
2021,Islington 003C,E01002806,1382,198,116,50,4,28,1580
2021,Islington 001E,E01002807,1293,362,182,123,14,43,1655
2021,Islington 003D,E01002808,1486,343,188,93,12,50,1829
2021,Islington 003E,E01002809,1344,314,154,78,8,74,1658
2021,Islington 003F,E01002810,1380,325,193,88,5,39,1705
2021,Islington 001F,E01002811,1390,291,129,107,8,47,1681
2021,Kensington and Chelsea 013A,E01002812,988,472,324,119,1,28,1460
2021,Kensington and Chelsea 011A,E01002813,1163,280,203,54,3,20,1443
2021,Kensington and Chelsea 015A,E01002814,1471,703,382,228,9,84,2174
2021,Kensington and Chelsea 011B,E01002815,770,367,222,105,1,39,1137
2021,Kensington and Chelsea 011C,E01002816,751,266,196,55,1,14,1017
2021,Kensington and Chelsea 011D,E01002817,1009,303,190,97,2,14,1312
2021,Kensington and Chelsea 012A,E01002818,961,391,267,106,1,17,1352
2021,Kensington and Chelsea 012B,E01002819,796,262,187,57,1,17,1058
2021,Kensington and Chelsea 014A,E01002821,770,287,209,66,1,11,1057
2021,Kensington and Chelsea 014B,E01002823,950,257,157,84,3,13,1207
2021,Kensington and Chelsea 008A,E01002824,914,282,182,77,2,21,1196
2021,Kensington and Chelsea 008B,E01002825,1350,376,253,101,3,19,1726
2021,Kensington and Chelsea 008C,E01002826,939,275,193,63,7,12,1214
2021,Kensington and Chelsea 008D,E01002827,1313,352,273,54,3,22,1665
2021,Kensington and Chelsea 008E,E01002828,924,242,169,51,6,16,1166
2021,Kensington and Chelsea 004A,E01002829,1106,260,162,79,0,19,1366
2021,Kensington and Chelsea 004B,E01002830,1367,323,137,125,12,49,1690
2021,Kensington and Chelsea 004C,E01002831,1354,319,156,104,6,53,1673
2021,Kensington and Chelsea 004D,E01002832,1313,287,147,76,17,47,1600
2021,Kensington and Chelsea 007A,E01002833,952,222,174,40,1,7,1174
2021,Kensington and Chelsea 013B,E01002834,839,368,263,85,2,18,1207
2021,Kensington and Chelsea 016C,E01002835,931,442,336,83,5,18,1373
2021,Kensington and Chelsea 016D,E01002836,931,350,271,67,3,9,1281
2021,Kensington and Chelsea 016E,E01002837,745,270,222,38,0,10,1015
2021,Kensington and Chelsea 013C,E01002839,1012,506,313,121,23,49,1518
2021,Kensington and Chelsea 021A,E01002840,810,209,97,74,3,35,1019
2021,Kensington and Chelsea 021B,E01002841,995,199,129,41,1,28,1194
2021,Kensington and Chelsea 021C,E01002842,709,277,98,107,9,63,986
2021,Kensington and Chelsea 021D,E01002843,980,285,142,107,3,33,1265
2021,Kensington and Chelsea 019A,E01002844,927,190,114,65,2,9,1117
2021,Kensington and Chelsea 019B,E01002845,929,213,128,64,2,19,1142
2021,Kensington and Chelsea 017A,E01002846,859,409,294,85,4,26,1268
2021,Kensington and Chelsea 015B,E01002847,904,456,278,130,4,44,1360
2021,Kensington and Chelsea 015C,E01002848,823,396,262,101,4,29,1219
2021,Kensington and Chelsea 017B,E01002849,974,458,339,87,1,31,1432
2021,Kensington and Chelsea 013D,E01002850,910,467,307,109,2,49,1377
2021,Kensington and Chelsea 015D,E01002851,921,396,221,131,9,35,1317
2021,Kensington and Chelsea 001A,E01002852,1609,555,238,241,9,67,2164
2021,Kensington and Chelsea 001B,E01002853,1103,296,147,92,6,51,1399
2021,Kensington and Chelsea 001C,E01002854,844,231,98,94,5,34,1075
2021,Kensington and Chelsea 001D,E01002855,1162,388,166,117,22,83,1550
2021,Kensington and Chelsea 004E,E01002856,1140,265,151,82,2,30,1405
2021,Kensington and Chelsea 001E,E01002857,1032,322,125,137,10,50,1354
2021,Kensington and Chelsea 014C,E01002858,971,275,154,80,2,39,1246
2021,Kensington and Chelsea 012C,E01002859,893,333,253,50,4,26,1226
2021,Kensington and Chelsea 012D,E01002860,940,179,148,24,0,7,1119
2021,Kensington and Chelsea 014D,E01002861,854,382,257,74,3,48,1236
2021,Kensington and Chelsea 014E,E01002862,803,275,186,70,3,16,1078
2021,Kensington and Chelsea 012E,E01002863,766,318,216,84,1,17,1084
2021,Kensington and Chelsea 009A,E01002864,1086,352,201,126,1,24,1438
2021,Kensington and Chelsea 011E,E01002865,1059,357,248,83,4,22,1416
2021,Kensington and Chelsea 009B,E01002866,1376,419,240,123,4,52,1795
2021,Kensington and Chelsea 009C,E01002867,1186,457,264,129,15,49,1643
2021,Kensington and Chelsea 009D,E01002868,1001,270,198,53,0,19,1271
2021,Kensington and Chelsea 009E,E01002869,1187,521,325,134,12,50,1708
2021,Kensington and Chelsea 005A,E01002870,1252,319,145,108,1,65,1571
2021,Kensington and Chelsea 007B,E01002871,1161,247,182,60,1,4,1408
2021,Kensington and Chelsea 005B,E01002872,1076,242,115,75,6,46,1318
2021,Kensington and Chelsea 007C,E01002873,1129,210,150,44,1,15,1339
2021,Kensington and Chelsea 007D,E01002874,914,193,148,32,2,11,1107
2021,Kensington and Chelsea 007E,E01002875,1017,212,142,61,0,9,1229
2021,Kensington and Chelsea 003A,E01002876,1541,242,146,69,1,26,1783
2021,Kensington and Chelsea 003B,E01002877,1634,422,177,169,8,68,2056
2021,Kensington and Chelsea 003C,E01002878,1142,272,176,63,6,27,1414
2021,Kensington and Chelsea 005C,E01002879,1475,410,161,141,18,90,1885
2021,Kensington and Chelsea 005D,E01002880,856,258,99,104,2,53,1114
2021,Kensington and Chelsea 005E,E01002881,1079,252,102,96,3,51,1331
2021,Kensington and Chelsea 006A,E01002882,830,185,147,28,1,9,1015
2021,Kensington and Chelsea 006B,E01002883,1128,302,196,84,2,20,1430
2021,Kensington and Chelsea 006C,E01002884,957,399,256,106,3,34,1356
2021,Kensington and Chelsea 006D,E01002885,957,333,259,56,1,17,1290
2021,Kensington and Chelsea 006E,E01002886,1042,230,147,59,4,20,1272
2021,Kensington and Chelsea 010A,E01002887,709,303,222,68,1,12,1012
2021,Kensington and Chelsea 013E,E01002888,980,556,380,149,2,25,1536
2021,Kensington and Chelsea 010B,E01002889,1092,444,244,129,3,68,1536
2021,Kensington and Chelsea 010C,E01002890,1020,342,249,73,2,18,1362
2021,Kensington and Chelsea 010D,E01002891,783,376,237,112,0,27,1159
2021,Kensington and Chelsea 010E,E01002892,876,381,295,75,1,10,1257
2021,Kensington and Chelsea 017C,E01002893,1172,369,250,86,6,27,1541
2021,Kensington and Chelsea 017D,E01002894,937,349,265,72,1,11,1286
2021,Kensington and Chelsea 020C,E01002896,1142,395,299,76,3,17,1537
2021,Kensington and Chelsea 020D,E01002897,1147,314,235,63,0,16,1461
2021,Kensington and Chelsea 017E,E01002898,1028,585,414,104,9,58,1613
2021,Kensington and Chelsea 018A,E01002899,983,236,159,51,3,23,1219
2021,Kensington and Chelsea 018B,E01002900,1332,334,242,56,7,29,1666
2021,Kensington and Chelsea 018C,E01002901,882,147,107,28,0,12,1029
2021,Kensington and Chelsea 018D,E01002902,933,271,196,64,1,10,1204
2021,Kensington and Chelsea 018E,E01002903,1045,201,155,35,1,10,1246
2021,Kensington and Chelsea 002A,E01002904,1027,230,91,93,5,41,1257
2021,Kensington and Chelsea 002B,E01002905,1266,334,174,113,5,42,1600
2021,Kensington and Chelsea 002C,E01002906,1407,314,157,110,5,42,1721
2021,Kensington and Chelsea 002D,E01002907,1007,221,77,109,6,29,1228
2021,Kensington and Chelsea 003D,E01002908,1129,223,134,68,3,18,1352
2021,Kensington and Chelsea 003E,E01002909,1789,282,182,76,3,21,2071
2021,Kensington and Chelsea 019C,E01002910,997,323,182,75,2,64,1320
2021,Kensington and Chelsea 019D,E01002911,1053,203,161,33,2,7,1256
2021,Kensington and Chelsea 020E,E01002912,1072,385,280,88,8,9,1457
2021,Kensington and Chelsea 021E,E01002913,1394,322,215,78,5,24,1716
2021,Kensington and Chelsea 019E,E01002914,909,245,192,37,6,10,1154
2021,Kingston upon Thames 014A,E01002915,1123,232,111,84,6,31,1355
2021,Kingston upon Thames 014B,E01002916,1222,213,111,71,4,27,1435
2021,Kingston upon Thames 014C,E01002917,1191,190,97,64,5,24,1381
2021,Kingston upon Thames 017A,E01002918,1335,403,175,147,10,71,1738
2021,Kingston upon Thames 017B,E01002919,1343,564,258,193,11,102,1907
2021,Kingston upon Thames 014D,E01002920,1431,119,71,32,5,11,1550
2021,Kingston upon Thames 011A,E01002921,1259,398,188,148,7,55,1657
2021,Kingston upon Thames 010A,E01002922,1449,143,87,41,3,12,1592
2021,Kingston upon Thames 013A,E01002923,1339,282,120,92,15,55,1621
2021,Kingston upon Thames 014E,E01002924,1429,82,62,14,1,5,1511
2021,Kingston upon Thames 013B,E01002925,1328,178,103,51,2,22,1506
2021,Kingston upon Thames 010B,E01002926,1398,161,91,49,4,17,1559
2021,Kingston upon Thames 008A,E01002927,1303,326,147,121,6,52,1629
2021,Kingston upon Thames 008B,E01002928,1405,472,186,195,13,78,1877
2021,Kingston upon Thames 007A,E01002929,1436,214,103,74,1,36,1650
2021,Kingston upon Thames 007B,E01002930,1405,481,191,164,14,112,1886
2021,Kingston upon Thames 007C,E01002931,1605,333,159,119,5,50,1938
2021,Kingston upon Thames 006A,E01002932,1513,464,211,171,14,68,1977
2021,Kingston upon Thames 004A,E01002933,1735,229,115,76,5,33,1964
2021,Kingston upon Thames 004B,E01002934,1628,192,127,53,0,12,1820
2021,Kingston upon Thames 003A,E01002935,1413,406,238,99,10,59,1819
2021,Kingston upon Thames 004D,E01002937,1571,169,107,43,2,17,1740
2021,Kingston upon Thames 003B,E01002938,1727,193,106,58,6,23,1920
2021,Kingston upon Thames 018A,E01002939,1348,249,113,92,6,38,1597
2021,Kingston upon Thames 020A,E01002940,1422,197,91,83,6,17,1619
2021,Kingston upon Thames 018B,E01002941,1387,206,96,73,1,36,1593
2021,Kingston upon Thames 018C,E01002942,1262,103,56,31,2,14,1365
2021,Kingston upon Thames 020B,E01002943,1233,199,92,71,5,31,1432
2021,Kingston upon Thames 019A,E01002944,1165,121,68,35,4,14,1286
2021,Kingston upon Thames 019B,E01002945,1351,163,78,64,0,21,1514
2021,Kingston upon Thames 019C,E01002946,1342,113,62,37,2,12,1455
2021,Kingston upon Thames 019D,E01002947,1403,190,99,69,5,17,1593
2021,Kingston upon Thames 020C,E01002948,1862,266,119,94,7,46,2128
2021,Kingston upon Thames 020D,E01002949,1625,170,83,56,1,30,1795
2021,Kingston upon Thames 020E,E01002950,1427,160,81,49,1,29,1587
2021,Kingston upon Thames 003C,E01002951,1167,295,175,86,4,30,1462
2021,Kingston upon Thames 002A,E01002952,1124,232,138,65,5,24,1356
2021,Kingston upon Thames 002B,E01002953,1078,237,105,93,3,36,1315
2021,Kingston upon Thames 003D,E01002954,941,366,207,118,4,37,1307
2021,Kingston upon Thames 002C,E01002955,1140,334,168,115,3,48,1474
2021,Kingston upon Thames 002D,E01002956,1083,290,152,92,1,45,1373
2021,Kingston upon Thames 003E,E01002957,1116,416,217,141,12,46,1532
2021,Kingston upon Thames 008C,E01002958,1490,183,91,65,3,24,1673
2021,Kingston upon Thames 002E,E01002959,1185,180,103,54,0,23,1365
2021,Kingston upon Thames 006B,E01002960,1273,274,159,78,9,28,1547
2021,Kingston upon Thames 008D,E01002961,1443,261,135,76,5,45,1704
2021,Kingston upon Thames 006C,E01002962,1204,355,177,128,3,47,1559
2021,Kingston upon Thames 007D,E01002963,1305,463,190,162,17,94,1768
2021,Kingston upon Thames 005A,E01002964,1964,465,249,164,4,48,2429
2021,Kingston upon Thames 009A,E01002965,1910,532,281,179,11,61,2442
2021,Kingston upon Thames 010C,E01002966,1709,196,108,66,4,18,1905
2021,Kingston upon Thames 009B,E01002967,1506,281,182,84,2,13,1787
2021,Kingston upon Thames 009C,E01002968,2182,656,362,219,8,67,2838
2021,Kingston upon Thames 005B,E01002969,1275,523,200,214,16,93,1798
2021,Kingston upon Thames 006D,E01002970,1248,487,238,171,6,72,1735
2021,Kingston upon Thames 005C,E01002971,1443,290,144,99,3,44,1733
2021,Kingston upon Thames 005D,E01002972,1478,474,260,143,8,63,1952
2021,Kingston upon Thames 006E,E01002973,1148,388,149,185,5,49,1536
2021,Kingston upon Thames 005E,E01002974,1589,399,207,131,6,55,1988
2021,Kingston upon Thames 012A,E01002975,1112,344,154,126,10,54,1456
2021,Kingston upon Thames 015A,E01002976,1496,149,79,52,2,16,1645
2021,Kingston upon Thames 012B,E01002977,1316,323,126,128,8,61,1639
2021,Kingston upon Thames 015B,E01002978,1519,265,122,98,6,39,1784
2021,Kingston upon Thames 015C,E01002979,1320,169,84,61,3,21,1489
2021,Kingston upon Thames 012C,E01002980,1099,281,135,107,3,36,1380
2021,Kingston upon Thames 012D,E01002981,1268,294,131,113,4,46,1562
2021,Kingston upon Thames 015D,E01002982,1169,291,128,111,4,48,1460
2021,Kingston upon Thames 015E,E01002983,1392,228,118,91,1,18,1620
2021,Kingston upon Thames 012E,E01002984,1058,332,124,125,9,74,1390
2021,Kingston upon Thames 007E,E01002985,1092,569,219,224,11,115,1661
2021,Kingston upon Thames 008E,E01002986,1065,268,130,90,7,41,1333
2021,Kingston upon Thames 011B,E01002987,1474,363,215,90,5,53,1837
2021,Kingston upon Thames 011C,E01002988,1419,208,137,58,0,13,1627
2021,Kingston upon Thames 011D,E01002989,1595,215,141,54,1,19,1810
2021,Kingston upon Thames 009D,E01002990,1367,269,145,83,6,35,1636
2021,Kingston upon Thames 009E,E01002991,1316,197,124,47,3,23,1513
2021,Kingston upon Thames 010D,E01002992,1290,230,137,74,1,18,1520
2021,Kingston upon Thames 013C,E01002993,1265,235,142,64,3,26,1500
2021,Kingston upon Thames 016A,E01002994,1279,159,91,46,2,20,1438
2021,Kingston upon Thames 013D,E01002995,1374,176,116,40,5,15,1550
2021,Kingston upon Thames 016B,E01002996,1303,186,79,67,5,35,1489
2021,Kingston upon Thames 016C,E01002997,1353,118,65,37,1,15,1471
2021,Kingston upon Thames 016D,E01002998,1286,234,108,89,7,30,1520
2021,Kingston upon Thames 013E,E01002999,1169,295,153,101,5,36,1464
2021,Kingston upon Thames 017C,E01003000,1443,357,192,125,5,35,1800
2021,Kingston upon Thames 017D,E01003001,1429,430,226,140,8,56,1859
2021,Kingston upon Thames 016E,E01003002,1542,305,150,103,6,46,1847
2021,Kingston upon Thames 017E,E01003003,1207,471,169,198,21,83,1678
2021,Kingston upon Thames 018D,E01003004,1293,283,127,99,9,48,1576
2021,Kingston upon Thames 018E,E01003005,1341,165,76,58,4,27,1506
2021,Kingston upon Thames 001A,E01003006,1220,264,164,59,1,40,1484
2021,Kingston upon Thames 001B,E01003007,1340,259,156,81,1,21,1599
2021,Kingston upon Thames 001C,E01003008,1245,168,116,35,2,15,1413
2021,Kingston upon Thames 001D,E01003009,1738,268,173,72,4,19,2006
2021,Kingston upon Thames 001E,E01003010,1256,151,106,41,0,4,1407
2021,Kingston upon Thames 004E,E01003011,1453,203,119,68,0,16,1656
2021,Lambeth 036A,E01003013,1217,708,416,249,6,37,1925
2021,Lambeth 036B,E01003014,1130,343,146,125,4,68,1473
2021,Lambeth 002A,E01003015,1395,282,123,102,7,50,1677
2021,Lambeth 036C,E01003016,955,231,164,49,0,18,1186
2021,Lambeth 036D,E01003017,1360,239,155,55,5,24,1599
2021,Lambeth 020A,E01003018,1694,280,163,68,7,42,1974
2021,Lambeth 015A,E01003019,1800,188,114,48,3,23,1988
2021,Lambeth 016A,E01003020,1544,245,126,81,5,33,1789
2021,Lambeth 021A,E01003021,1871,246,101,85,14,46,2117
2021,Lambeth 021B,E01003022,1382,193,106,71,2,14,1575
2021,Lambeth 021C,E01003023,1955,549,224,185,22,118,2504
2021,Lambeth 021D,E01003024,1404,366,147,128,13,78,1770
2021,Lambeth 021E,E01003025,1671,317,147,112,8,50,1988
2021,Lambeth 019A,E01003026,1309,139,85,33,0,21,1448
2021,Lambeth 019B,E01003027,1251,95,73,17,2,3,1346
2021,Lambeth 019C,E01003028,1250,172,111,44,1,16,1422
2021,Lambeth 017A,E01003029,1557,220,142,60,2,16,1777
2021,Lambeth 019D,E01003030,1488,194,138,34,2,20,1682
2021,Lambeth 023A,E01003031,1344,188,107,50,7,24,1532
2021,Lambeth 017B,E01003032,1426,259,136,82,7,34,1685
2021,Lambeth 019E,E01003033,1400,168,87,46,1,34,1568
2021,Lambeth 012A,E01003034,1351,248,125,88,6,29,1599
2021,Lambeth 012B,E01003035,1417,232,128,51,11,42,1649
2021,Lambeth 012C,E01003036,1492,230,172,40,1,17,1722
2021,Lambeth 013A,E01003037,1208,210,100,62,12,36,1418
2021,Lambeth 013B,E01003038,1509,139,97,26,0,16,1648
2021,Lambeth 013C,E01003039,1785,205,149,39,2,15,1990
2021,Lambeth 013D,E01003040,1084,132,89,27,3,13,1216
2021,Lambeth 017C,E01003041,1266,226,90,94,5,37,1492
2021,Lambeth 013E,E01003042,921,170,90,59,4,17,1091
2021,Lambeth 018A,E01003043,1452,136,74,40,12,10,1588
2021,Lambeth 018B,E01003044,1179,190,95,49,2,44,1369
2021,Lambeth 011A,E01003045,1469,468,242,138,14,74,1937
2021,Lambeth 009A,E01003046,1297,339,133,111,3,92,1636
2021,Lambeth 011B,E01003047,1432,324,126,110,16,72,1756
2021,Lambeth 009B,E01003048,1454,409,143,161,21,84,1863
2021,Lambeth 011C,E01003049,1339,377,142,143,18,74,1716
2021,Lambeth 016B,E01003050,1391,160,83,44,2,31,1551
2021,Lambeth 018C,E01003051,1720,341,146,134,7,54,2061
2021,Lambeth 016C,E01003052,1722,433,190,134,15,94,2155
2021,Lambeth 015B,E01003053,1396,257,132,81,8,36,1653
2021,Lambeth 015C,E01003054,1920,239,152,58,8,21,2159
2021,Lambeth 016D,E01003055,1350,212,106,60,8,38,1562
2021,Lambeth 015D,E01003056,1531,157,83,38,5,31,1688
2021,Lambeth 017D,E01003057,1405,254,97,110,4,43,1659
2021,Lambeth 015E,E01003058,1716,220,114,55,6,45,1936
2021,Lambeth 011D,E01003059,1508,645,259,222,28,136,2153
2021,Lambeth 011E,E01003060,1241,415,166,149,14,86,1656
2021,Lambeth 011F,E01003061,971,337,119,104,19,95,1308
2021,Lambeth 033A,E01003062,1536,243,131,82,9,21,1779
2021,Lambeth 033B,E01003063,1081,229,104,78,10,37,1310
2021,Lambeth 028A,E01003064,1268,134,79,27,3,25,1402
2021,Lambeth 031A,E01003065,1392,195,99,53,14,29,1587
2021,Lambeth 028B,E01003066,1449,355,108,149,14,84,1804
2021,Lambeth 033C,E01003067,1277,188,80,74,3,31,1465
2021,Lambeth 031B,E01003068,1338,176,85,55,5,31,1514
2021,Lambeth 033D,E01003069,1199,124,58,44,4,18,1323
2021,Lambeth 033E,E01003070,1268,211,90,82,10,29,1479
2021,Lambeth 018D,E01003071,2065,198,112,64,5,17,2263
2021,Lambeth 014A,E01003072,1547,150,88,41,1,20,1697
2021,Lambeth 014B,E01003073,1413,139,67,46,3,23,1552
2021,Lambeth 018E,E01003074,2051,238,134,81,3,20,2289
2021,Lambeth 009C,E01003075,1352,310,127,109,7,67,1662
2021,Lambeth 014C,E01003076,2062,532,216,199,21,96,2594
2021,Lambeth 014D,E01003077,1439,364,178,80,17,89,1803
2021,Lambeth 014E,E01003078,1421,149,80,46,8,15,1570
2021,Lambeth 027A,E01003079,1279,340,139,104,18,79,1619
2021,Lambeth 027B,E01003080,1387,233,114,70,13,36,1620
2021,Lambeth 028C,E01003081,1447,326,147,134,7,38,1773
2021,Lambeth 031C,E01003082,1196,141,62,54,1,24,1337
2021,Lambeth 030A,E01003083,1297,182,78,60,6,38,1479
2021,Lambeth 030B,E01003084,1252,183,87,64,6,26,1435
2021,Lambeth 030C,E01003085,1506,201,91,65,8,37,1707
2021,Lambeth 031D,E01003086,1297,209,91,79,13,26,1506
2021,Lambeth 031E,E01003087,1252,328,127,130,15,56,1580
2021,Lambeth 010A,E01003088,1242,287,133,109,7,38,1529
2021,Lambeth 008A,E01003089,1339,543,259,200,14,70,1882
2021,Lambeth 012D,E01003090,2010,333,195,91,17,30,2343
2021,Lambeth 008B,E01003091,1326,342,154,121,12,55,1668
2021,Lambeth 008C,E01003092,1766,506,217,178,29,82,2272
2021,Lambeth 010B,E01003093,1761,483,200,169,20,94,2244
