date,geography,geography code,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",Household language (English and Welsh): Total: All households
2021,Hounslow 007D,E01002578,492,51,9,40,592
2021,Hounslow 008B,E01002579,660,41,14,57,772
2021,Hounslow 008C,E01002580,513,58,22,86,679
2021,Hounslow 008D,E01002581,669,76,19,76,840
2021,Hounslow 008E,E01002582,593,42,13,45,693
2021,Hounslow 013A,E01002583,262,117,26,130,535
2021,Hounslow 013B,E01002584,288,141,35,171,635
2021,Hounslow 013C,E01002585,249,144,29,99,521
2021,Hounslow 013D,E01002586,216,136,20,127,499
2021,Hounslow 016A,E01002587,372,179,37,151,739
2021,Hounslow 016B,E01002588,504,92,29,120,745
2021,Hounslow 013E,E01002589,464,145,55,151,815
2021,Hounslow 022C,E01002590,691,132,50,126,999
2021,Hounslow 024A,E01002591,431,79,27,74,611
2021,Hounslow 022D,E01002592,523,78,50,124,775
2021,Hounslow 024B,E01002593,420,116,37,127,700
2021,Hounslow 024C,E01002594,400,92,36,118,646
2021,Hounslow 022E,E01002595,501,101,30,81,713
2021,Hounslow 027A,E01002596,512,75,43,126,756
2021,Hounslow 025B,E01002598,455,77,45,81,658
2021,Hounslow 025C,E01002599,400,64,24,71,559
2021,Hounslow 025D,E01002600,366,64,18,65,513
2021,Hounslow 027B,E01002601,486,50,49,82,667
2021,Hounslow 027C,E01002602,450,48,22,29,549
2021,Hounslow 025E,E01002603,414,77,53,104,648
2021,Hounslow 026A,E01002604,399,71,27,59,556
2021,Hounslow 026B,E01002605,576,94,45,116,831
2021,Hounslow 026C,E01002606,432,66,27,92,617
2021,Hounslow 026D,E01002607,486,126,56,110,778
2021,Hounslow 028A,E01002608,490,74,29,70,663
2021,Hounslow 028B,E01002609,521,59,25,59,664
2021,Hounslow 028C,E01002610,475,60,29,70,634
2021,Hounslow 024D,E01002611,488,69,40,75,672
2021,Hounslow 024E,E01002612,577,92,33,122,824
2021,Hounslow 024F,E01002613,406,113,40,71,630
2021,Hounslow 027D,E01002614,533,80,63,142,818
2021,Hounslow 026E,E01002615,456,60,30,88,634
2021,Hounslow 027E,E01002616,397,53,36,81,567
2021,Hounslow 028D,E01002617,505,44,24,66,639
2021,Hounslow 011A,E01002618,261,141,27,129,558
2021,Hounslow 010A,E01002619,321,128,37,148,634
2021,Hounslow 004A,E01002620,454,139,90,215,898
2021,Hounslow 011B,E01002621,304,120,40,143,607
2021,Hounslow 010B,E01002622,318,116,27,112,573
2021,Hounslow 011C,E01002623,303,141,20,80,544
2021,Hounslow 017A,E01002624,286,103,21,106,516
2021,Hounslow 004B,E01002625,208,131,18,132,489
2021,Hounslow 004C,E01002626,237,113,19,116,485
2021,Hounslow 004D,E01002627,330,96,59,122,607
2021,Hounslow 011D,E01002628,332,132,39,150,653
2021,Hounslow 011E,E01002629,476,139,60,210,885
2021,Hounslow 012A,E01002630,321,133,29,196,679
2021,Hounslow 004E,E01002631,242,113,34,169,558
2021,Hounslow 010C,E01002632,343,116,28,138,625
2021,Hounslow 005A,E01002633,469,108,52,114,743
2021,Hounslow 005B,E01002634,300,106,41,95,542
2021,Hounslow 010D,E01002635,270,145,29,113,557
2021,Hounslow 010E,E01002636,298,151,28,140,617
2021,Hounslow 005C,E01002637,237,128,39,209,613
2021,Hounslow 005D,E01002638,275,127,59,157,618
2021,Hounslow 012B,E01002639,241,127,26,154,548
2021,Hounslow 012C,E01002640,264,165,33,159,621
2021,Hounslow 018A,E01002641,521,134,50,280,985
2021,Hounslow 015B,E01002643,685,132,55,174,1046
2021,Hounslow 015C,E01002645,430,94,50,203,777
2021,Hounslow 017B,E01002646,403,145,55,145,748
2021,Hounslow 021A,E01002647,439,113,60,145,757
2021,Hounslow 018D,E01002649,419,87,64,164,734
2021,Hounslow 021B,E01002650,407,146,66,172,791
2021,Hounslow 021C,E01002651,254,110,40,161,565
2021,Hounslow 021D,E01002652,278,127,35,123,563
2021,Hounslow 019A,E01002653,321,109,36,134,600
2021,Hounslow 019B,E01002654,428,99,27,106,660
2021,Hounslow 019C,E01002655,377,107,29,115,628
2021,Hounslow 019D,E01002656,402,52,14,55,523
2021,Hounslow 018E,E01002657,451,95,33,103,682
2021,Hounslow 015D,E01002658,392,57,15,30,494
2021,Hounslow 019E,E01002659,336,76,18,81,511
2021,Hounslow 016C,E01002660,306,127,38,144,615
2021,Hounslow 016D,E01002661,258,160,41,156,615
2021,Hounslow 017C,E01002662,479,154,36,247,916
2021,Hounslow 017D,E01002663,345,138,37,169,689
2021,Hounslow 016E,E01002665,291,102,29,145,567
2021,Hounslow 021E,E01002666,221,117,36,109,483
2021,Hounslow 020A,E01002667,695,90,29,100,914
2021,Hounslow 014A,E01002668,745,76,52,108,981
2021,Hounslow 014B,E01002669,538,67,26,77,708
2021,Hounslow 020B,E01002670,533,86,31,72,722
2021,Hounslow 020C,E01002671,572,56,9,29,666
2021,Hounslow 020D,E01002672,448,76,28,109,661
2021,Hounslow 020E,E01002673,336,91,65,93,585
2021,Hounslow 012D,E01002674,468,96,46,138,748
2021,Hounslow 009A,E01002675,625,129,22,98,874
2021,Hounslow 012E,E01002676,341,98,20,100,559
2021,Hounslow 015E,E01002677,571,93,31,141,836
2021,Hounslow 009B,E01002678,512,102,24,122,760
2021,Hounslow 009C,E01002679,397,93,30,103,623
2021,Hounslow 009D,E01002680,493,100,40,109,742
2021,Hounslow 014C,E01002681,627,103,47,96,873
2021,Hounslow 014D,E01002682,629,111,38,119,897
2021,Hounslow 006E,E01002686,500,62,38,69,669
2021,Hounslow 029A,E01002687,547,78,17,118,760
2021,Hounslow 007E,E01002689,611,63,17,64,755
2021,Hounslow 007F,E01002690,480,51,14,38,583
2021,Hounslow 029B,E01002691,364,110,6,106,586
2021,Hounslow 029C,E01002692,708,96,31,178,1013
2021,Hounslow 029D,E01002693,712,64,24,85,885
2021,Islington 019A,E01002694,457,115,27,68,667
2021,Islington 021A,E01002695,517,95,5,127,744
2021,Islington 020A,E01002696,683,85,6,87,861
2021,Islington 019B,E01002697,501,159,16,149,825
2021,Islington 017A,E01002698,835,80,8,112,1035
2021,Islington 017B,E01002699,649,38,3,51,741
2021,Islington 017C,E01002700,525,43,9,32,609
2021,Islington 023A,E01002701,498,81,21,77,677
2021,Islington 023B,E01002702,740,128,45,202,1115
2021,Islington 023C,E01002703,806,138,32,152,1128
2021,Islington 023D,E01002704,823,109,31,158,1121
2021,Islington 023E,E01002706,675,118,21,98,912
2021,Islington 022B,E01002707,633,94,16,150,893
2021,Islington 015A,E01002708,687,110,29,175,1001
2021,Islington 019C,E01002709,475,125,12,89,701
2021,Islington 019D,E01002710,455,99,19,69,642
2021,Islington 021B,E01002711,677,98,12,175,962
2021,Islington 015B,E01002712,452,74,26,59,611
2021,Islington 015C,E01002713,833,89,27,102,1051
2021,Islington 017D,E01002714,578,65,10,66,719
2021,Islington 019E,E01002715,450,116,31,86,683
2021,Islington 014A,E01002716,770,127,25,109,1031
2021,Islington 016A,E01002717,418,44,17,56,535
2021,Islington 014B,E01002718,617,68,6,58,749
2021,Islington 016B,E01002719,577,62,7,46,692
2021,Islington 016C,E01002720,705,120,25,84,934
2021,Islington 014C,E01002721,679,64,4,52,799
2021,Islington 018A,E01002722,542,56,9,90,697
2021,Islington 022C,E01002723,541,77,30,87,735
2021,Islington 022D,E01002724,727,91,16,131,965
2021,Islington 022E,E01002725,427,67,20,47,561
2021,Islington 022F,E01002726,568,97,14,107,786
2021,Islington 021C,E01002727,652,65,7,78,802
2021,Islington 021D,E01002728,329,36,14,59,438
2021,Islington 021E,E01002729,557,49,3,50,659
2021,Islington 007A,E01002730,544,90,18,141,793
2021,Islington 005A,E01002732,591,110,16,96,813
2021,Islington 007C,E01002733,442,98,12,54,606
2021,Islington 005B,E01002734,513,152,43,228,936
2021,Islington 003A,E01002735,811,141,13,166,1131
2021,Islington 005C,E01002736,368,71,26,111,576
2021,Islington 005D,E01002737,480,137,28,113,758
2021,Islington 009A,E01002738,676,90,14,68,848
2021,Islington 013A,E01002739,681,60,4,71,816
2021,Islington 013B,E01002740,775,85,12,108,980
2021,Islington 009B,E01002741,473,76,23,63,635
2021,Islington 006A,E01002742,554,113,7,42,716
2021,Islington 009C,E01002743,505,65,9,49,628
2021,Islington 009D,E01002744,551,53,6,64,674
2021,Islington 013C,E01002745,570,65,8,39,682
2021,Islington 006B,E01002747,517,58,13,61,649
2021,Islington 006C,E01002748,498,82,18,96,694
2021,Islington 006D,E01002749,455,69,22,57,603
2021,Islington 005E,E01002751,598,81,52,142,873
2021,Islington 009E,E01002752,548,93,9,56,706
2021,Islington 002A,E01002753,456,80,16,75,627
2021,Islington 002B,E01002754,485,80,16,51,632
2021,Islington 001A,E01002755,477,63,14,56,610
2021,Islington 001B,E01002756,497,55,12,21,585
2021,Islington 002C,E01002757,484,62,13,36,595
2021,Islington 001C,E01002758,532,84,36,104,756
2021,Islington 002D,E01002759,519,58,6,32,615
2021,Islington 002E,E01002760,497,83,31,79,690
2021,Islington 011C,E01002762,621,117,6,115,859
2021,Islington 007D,E01002763,412,67,15,80,574
2021,Islington 010A,E01002764,566,83,28,121,798
2021,Islington 015D,E01002765,740,145,18,169,1072
2021,Islington 015E,E01002766,641,132,37,123,933
2021,Islington 011D,E01002767,688,117,24,114,943
2021,Islington 004A,E01002768,700,53,8,85,846
2021,Islington 008A,E01002769,593,56,19,39,707
2021,Islington 004B,E01002770,668,86,9,146,909
2021,Islington 004C,E01002771,527,71,9,64,671
2021,Islington 002F,E01002772,652,97,12,113,874
2021,Islington 004D,E01002773,520,81,13,72,686
2021,Islington 004E,E01002774,776,114,20,116,1026
2021,Islington 014D,E01002775,518,81,5,57,661
2021,Islington 014E,E01002776,707,94,15,73,889
2021,Islington 012A,E01002777,627,78,7,53,765
2021,Islington 012B,E01002778,530,117,29,80,756
2021,Islington 012C,E01002779,605,81,15,74,775
2021,Islington 014F,E01002780,629,65,9,61,764
2021,Islington 012D,E01002781,481,72,26,64,643
2021,Islington 012E,E01002782,379,97,28,54,558
2021,Islington 010B,E01002783,613,68,21,95,797
2021,Islington 010C,E01002784,560,101,15,77,753
2021,Islington 008B,E01002785,603,78,10,90,781
2021,Islington 010D,E01002786,613,112,24,138,887
2021,Islington 010E,E01002787,408,87,26,104,625
2021,Islington 008C,E01002788,717,72,8,92,889
2021,Islington 008D,E01002789,650,79,13,40,782
2021,Islington 016D,E01002790,580,50,8,55,693
2021,Islington 016E,E01002791,682,81,24,64,851
2021,Islington 017E,E01002792,719,70,15,79,883
2021,Islington 016F,E01002793,692,76,11,121,900
2021,Islington 020B,E01002794,801,100,9,106,1016
2021,Islington 013D,E01002795,632,103,18,102,855
2021,Islington 013E,E01002796,421,34,7,43,505
2021,Islington 018B,E01002797,646,103,10,115,874
2021,Islington 018C,E01002798,756,78,9,54,897
2021,Islington 018D,E01002799,598,116,26,118,858
2021,Islington 018E,E01002800,555,109,10,119,793
2021,Islington 020C,E01002801,632,71,5,50,758
2021,Islington 020D,E01002802,651,79,12,80,822
2021,Islington 001D,E01002804,546,74,8,81,709
2021,Islington 003B,E01002805,547,60,9,100,716
2021,Islington 003C,E01002806,562,79,12,46,699
2021,Islington 001E,E01002807,568,115,24,99,806
2021,Islington 003D,E01002808,654,102,16,94,866
2021,Islington 003E,E01002809,529,102,11,95,737
2021,Islington 003F,E01002810,597,85,5,106,793
2021,Islington 001F,E01002811,559,79,27,68,733
2021,Kensington and Chelsea 013A,E01002812,441,85,10,198,734
2021,Kensington and Chelsea 011A,E01002813,511,59,13,99,682
2021,Kensington and Chelsea 015A,E01002814,612,149,33,225,1019
2021,Kensington and Chelsea 011B,E01002815,386,79,11,155,631
2021,Kensington and Chelsea 011C,E01002816,378,52,4,110,544
2021,Kensington and Chelsea 011D,E01002817,443,63,11,90,607
2021,Kensington and Chelsea 012A,E01002818,476,48,21,174,719
2021,Kensington and Chelsea 012B,E01002819,402,54,4,111,571
2021,Kensington and Chelsea 014A,E01002821,370,43,7,117,537
2021,Kensington and Chelsea 014B,E01002823,440,70,11,87,608
2021,Kensington and Chelsea 008A,E01002824,399,55,14,83,551
2021,Kensington and Chelsea 008B,E01002825,506,98,29,96,729
2021,Kensington and Chelsea 008C,E01002826,468,40,12,115,635
2021,Kensington and Chelsea 008D,E01002827,558,95,15,124,792
2021,Kensington and Chelsea 008E,E01002828,479,44,15,86,624
2021,Kensington and Chelsea 004A,E01002829,550,71,12,88,721
2021,Kensington and Chelsea 004B,E01002830,640,76,18,93,827
2021,Kensington and Chelsea 004C,E01002831,675,78,21,112,886
2021,Kensington and Chelsea 004D,E01002832,593,83,13,99,788
2021,Kensington and Chelsea 007A,E01002833,494,58,11,89,652
2021,Kensington and Chelsea 013B,E01002834,391,66,17,138,612
2021,Kensington and Chelsea 016C,E01002835,411,87,22,125,645
2021,Kensington and Chelsea 016D,E01002836,478,67,16,148,709
2021,Kensington and Chelsea 016E,E01002837,330,53,11,99,493
2021,Kensington and Chelsea 013C,E01002839,548,70,9,228,855
2021,Kensington and Chelsea 021A,E01002840,401,54,21,64,540
2021,Kensington and Chelsea 021B,E01002841,482,52,14,61,609
2021,Kensington and Chelsea 021C,E01002842,223,98,14,68,403
2021,Kensington and Chelsea 021D,E01002843,445,92,20,73,630
2021,Kensington and Chelsea 019A,E01002844,485,54,10,65,614
2021,Kensington and Chelsea 019B,E01002845,460,49,9,97,615
2021,Kensington and Chelsea 017A,E01002846,455,89,8,162,714
2021,Kensington and Chelsea 015B,E01002847,460,64,11,180,715
2021,Kensington and Chelsea 015C,E01002848,447,72,7,185,711
2021,Kensington and Chelsea 017B,E01002849,472,80,21,166,739
2021,Kensington and Chelsea 013D,E01002850,391,80,7,153,631
2021,Kensington and Chelsea 015D,E01002851,525,73,9,191,798
2021,Kensington and Chelsea 001A,E01002852,573,133,32,111,849
2021,Kensington and Chelsea 001B,E01002853,414,83,14,77,588
2021,Kensington and Chelsea 001C,E01002854,310,82,16,52,460
2021,Kensington and Chelsea 001D,E01002855,501,103,13,107,724
2021,Kensington and Chelsea 004E,E01002856,580,78,7,105,770
2021,Kensington and Chelsea 001E,E01002857,351,104,21,79,555
2021,Kensington and Chelsea 014C,E01002858,440,78,8,113,639
2021,Kensington and Chelsea 012C,E01002859,447,66,11,137,661
2021,Kensington and Chelsea 012D,E01002860,451,40,10,71,572
2021,Kensington and Chelsea 014D,E01002861,397,66,11,79,553
2021,Kensington and Chelsea 014E,E01002862,506,39,6,163,714
2021,Kensington and Chelsea 012E,E01002863,358,65,16,117,556
2021,Kensington and Chelsea 009A,E01002864,343,106,15,68,532
2021,Kensington and Chelsea 011E,E01002865,373,80,13,96,562
2021,Kensington and Chelsea 009B,E01002866,540,97,11,118,766
2021,Kensington and Chelsea 009C,E01002867,520,104,13,173,810
2021,Kensington and Chelsea 009D,E01002868,373,76,18,62,529
2021,Kensington and Chelsea 009E,E01002869,487,113,17,131,748
2021,Kensington and Chelsea 005A,E01002870,498,95,9,88,690
2021,Kensington and Chelsea 007B,E01002871,483,75,10,77,645
2021,Kensington and Chelsea 005B,E01002872,485,72,13,83,653
2021,Kensington and Chelsea 007C,E01002873,523,42,5,86,656
2021,Kensington and Chelsea 007D,E01002874,456,45,9,77,587
2021,Kensington and Chelsea 007E,E01002875,451,47,10,69,577
2021,Kensington and Chelsea 003A,E01002876,537,78,13,65,693
2021,Kensington and Chelsea 003B,E01002877,490,168,34,68,760
2021,Kensington and Chelsea 003C,E01002878,568,72,10,104,754
2021,Kensington and Chelsea 005C,E01002879,465,128,17,92,702
2021,Kensington and Chelsea 005D,E01002880,307,72,13,62,454
2021,Kensington and Chelsea 005E,E01002881,357,79,17,58,511
2021,Kensington and Chelsea 006A,E01002882,424,47,9,79,559
2021,Kensington and Chelsea 006B,E01002883,495,58,14,82,649
2021,Kensington and Chelsea 006C,E01002884,426,42,5,122,595
2021,Kensington and Chelsea 006D,E01002885,560,62,10,171,803
2021,Kensington and Chelsea 006E,E01002886,517,46,8,95,666
2021,Kensington and Chelsea 010A,E01002887,373,52,10,116,551
2021,Kensington and Chelsea 013E,E01002888,492,89,14,231,826
2021,Kensington and Chelsea 010B,E01002889,334,119,16,98,567
2021,Kensington and Chelsea 010C,E01002890,390,75,16,80,561
2021,Kensington and Chelsea 010D,E01002891,369,56,9,125,559
2021,Kensington and Chelsea 010E,E01002892,413,58,16,154,641
2021,Kensington and Chelsea 017C,E01002893,657,83,14,151,905
2021,Kensington and Chelsea 017D,E01002894,459,62,16,116,653
2021,Kensington and Chelsea 020C,E01002896,507,101,13,138,759
2021,Kensington and Chelsea 020D,E01002897,490,92,4,111,697
2021,Kensington and Chelsea 017E,E01002898,395,111,24,143,673
2021,Kensington and Chelsea 018A,E01002899,487,57,8,84,636
2021,Kensington and Chelsea 018B,E01002900,390,104,8,65,567
2021,Kensington and Chelsea 018C,E01002901,352,23,3,62,440
2021,Kensington and Chelsea 018D,E01002902,532,50,12,119,713
2021,Kensington and Chelsea 018E,E01002903,447,56,13,50,566
2021,Kensington and Chelsea 002A,E01002904,339,85,17,57,498
2021,Kensington and Chelsea 002B,E01002905,482,83,19,69,653
2021,Kensington and Chelsea 002C,E01002906,479,85,14,66,644
2021,Kensington and Chelsea 002D,E01002907,370,70,24,49,513
2021,Kensington and Chelsea 003D,E01002908,456,59,10,64,589
2021,Kensington and Chelsea 003E,E01002909,822,72,14,113,1021
2021,Kensington and Chelsea 019C,E01002910,448,76,9,99,632
2021,Kensington and Chelsea 019D,E01002911,464,60,12,61,597
2021,Kensington and Chelsea 020E,E01002912,485,82,15,102,684
2021,Kensington and Chelsea 021E,E01002913,607,103,17,88,815
2021,Kensington and Chelsea 019E,E01002914,424,51,8,90,573
2021,Kingston upon Thames 014A,E01002915,378,58,14,35,485
2021,Kingston upon Thames 014B,E01002916,435,46,14,38,533
2021,Kingston upon Thames 014C,E01002917,404,46,12,29,491
2021,Kingston upon Thames 017A,E01002918,435,85,35,54,609
2021,Kingston upon Thames 017B,E01002919,531,95,33,140,799
2021,Kingston upon Thames 014D,E01002920,521,30,14,20,585
2021,Kingston upon Thames 011A,E01002921,679,73,21,131,904
2021,Kingston upon Thames 010A,E01002922,633,36,12,39,720
2021,Kingston upon Thames 013A,E01002923,706,54,11,86,857
2021,Kingston upon Thames 014E,E01002924,497,39,6,7,549
2021,Kingston upon Thames 013B,E01002925,684,46,8,60,798
2021,Kingston upon Thames 010B,E01002926,514,35,17,33,599
2021,Kingston upon Thames 008A,E01002927,484,83,30,44,641
2021,Kingston upon Thames 008B,E01002928,518,86,33,108,745
2021,Kingston upon Thames 007A,E01002929,550,61,18,42,671
2021,Kingston upon Thames 007B,E01002930,553,96,34,113,796
2021,Kingston upon Thames 007C,E01002931,565,68,22,67,722
2021,Kingston upon Thames 006A,E01002932,478,76,33,87,674
2021,Kingston upon Thames 004A,E01002933,674,67,15,51,807
2021,Kingston upon Thames 004B,E01002934,548,64,24,24,660
2021,Kingston upon Thames 003A,E01002935,599,67,36,109,811
2021,Kingston upon Thames 004D,E01002937,573,50,13,27,663
2021,Kingston upon Thames 003B,E01002938,678,45,20,41,784
2021,Kingston upon Thames 018A,E01002939,493,40,18,49,600
2021,Kingston upon Thames 020A,E01002940,525,33,22,35,615
2021,Kingston upon Thames 018B,E01002941,538,45,10,46,639
2021,Kingston upon Thames 018C,E01002942,478,20,11,17,526
2021,Kingston upon Thames 020B,E01002943,435,29,12,33,509
2021,Kingston upon Thames 019A,E01002944,464,20,16,28,528
2021,Kingston upon Thames 019B,E01002945,563,27,16,35,641
2021,Kingston upon Thames 019C,E01002946,554,24,8,20,606
2021,Kingston upon Thames 019D,E01002947,530,31,17,36,614
2021,Kingston upon Thames 020C,E01002948,705,50,13,54,822
2021,Kingston upon Thames 020D,E01002949,597,44,14,31,686
2021,Kingston upon Thames 020E,E01002950,622,36,19,34,711
2021,Kingston upon Thames 003C,E01002951,432,56,24,67,579
2021,Kingston upon Thames 002A,E01002952,364,56,12,39,471
2021,Kingston upon Thames 002B,E01002953,320,58,9,52,439
2021,Kingston upon Thames 003D,E01002954,422,55,33,121,631
2021,Kingston upon Thames 002C,E01002955,370,73,17,71,531
2021,Kingston upon Thames 002D,E01002956,314,66,12,47,439
2021,Kingston upon Thames 003E,E01002957,372,98,24,80,574
2021,Kingston upon Thames 008C,E01002958,558,53,7,35,653
2021,Kingston upon Thames 002E,E01002959,376,57,9,31,473
2021,Kingston upon Thames 006B,E01002960,446,76,18,43,583
2021,Kingston upon Thames 008D,E01002961,472,68,17,40,597
2021,Kingston upon Thames 006C,E01002962,364,88,25,50,527
2021,Kingston upon Thames 007D,E01002963,527,82,41,124,774
2021,Kingston upon Thames 005A,E01002964,817,75,17,142,1051
2021,Kingston upon Thames 009A,E01002965,863,99,34,148,1144
2021,Kingston upon Thames 010C,E01002966,659,61,10,50,780
2021,Kingston upon Thames 009B,E01002967,784,78,16,76,954
2021,Kingston upon Thames 009C,E01002968,840,122,20,164,1146
2021,Kingston upon Thames 005B,E01002969,414,78,38,128,658
2021,Kingston upon Thames 006D,E01002970,420,95,32,97,644
2021,Kingston upon Thames 005C,E01002971,577,57,20,75,729
2021,Kingston upon Thames 005D,E01002972,633,99,27,131,890
2021,Kingston upon Thames 006E,E01002973,330,98,35,62,525
2021,Kingston upon Thames 005E,E01002974,546,70,23,79,718
2021,Kingston upon Thames 012A,E01002975,343,85,21,51,500
2021,Kingston upon Thames 015A,E01002976,567,46,17,19,649
2021,Kingston upon Thames 012B,E01002977,496,68,16,67,647
2021,Kingston upon Thames 015B,E01002978,587,62,16,56,721
2021,Kingston upon Thames 015C,E01002979,517,38,10,34,599
2021,Kingston upon Thames 012C,E01002980,352,71,13,43,479
2021,Kingston upon Thames 012D,E01002981,380,93,10,41,524
2021,Kingston upon Thames 015D,E01002982,373,73,22,48,516
2021,Kingston upon Thames 015E,E01002983,478,73,9,34,594
2021,Kingston upon Thames 012E,E01002984,430,57,24,76,587
2021,Kingston upon Thames 007E,E01002985,350,107,35,105,597
2021,Kingston upon Thames 008E,E01002986,356,66,16,41,479
2021,Kingston upon Thames 011B,E01002987,748,70,18,120,956
2021,Kingston upon Thames 011C,E01002988,543,48,4,33,628
2021,Kingston upon Thames 011D,E01002989,784,55,14,65,918
2021,Kingston upon Thames 009D,E01002990,728,63,9,85,885
2021,Kingston upon Thames 009E,E01002991,564,52,13,51,680
2021,Kingston upon Thames 010D,E01002992,394,47,11,36,488
2021,Kingston upon Thames 013C,E01002993,669,61,16,69,815
2021,Kingston upon Thames 016A,E01002994,513,41,6,34,594
2021,Kingston upon Thames 013D,E01002995,529,51,14,40,634
2021,Kingston upon Thames 016B,E01002996,486,41,11,53,591
2021,Kingston upon Thames 016C,E01002997,528,42,11,23,604
2021,Kingston upon Thames 016D,E01002998,485,47,25,44,601
2021,Kingston upon Thames 013E,E01002999,600,52,26,88,766
2021,Kingston upon Thames 017C,E01003000,505,83,21,63,672
2021,Kingston upon Thames 017D,E01003001,456,94,15,71,636
2021,Kingston upon Thames 016E,E01003002,659,51,29,62,801
2021,Kingston upon Thames 017E,E01003003,439,73,26,119,657
2021,Kingston upon Thames 018D,E01003004,472,61,19,57,609
2021,Kingston upon Thames 018E,E01003005,505,29,16,30,580
2021,Kingston upon Thames 001A,E01003006,471,54,17,54,596
2021,Kingston upon Thames 001B,E01003007,417,77,21,46,561
2021,Kingston upon Thames 001C,E01003008,415,50,22,21,508
2021,Kingston upon Thames 001D,E01003009,644,55,25,53,777
2021,Kingston upon Thames 001E,E01003010,456,35,8,31,530
2021,Kingston upon Thames 004E,E01003011,586,57,18,41,702
2021,Lambeth 036A,E01003013,469,68,8,172,717
2021,Lambeth 036B,E01003014,491,68,13,64,636
2021,Lambeth 002A,E01003015,624,76,13,89,802
2021,Lambeth 036C,E01003016,333,37,3,49,422
2021,Lambeth 036D,E01003017,627,58,7,75,767
2021,Lambeth 020A,E01003018,761,82,11,79,933
2021,Lambeth 015A,E01003019,761,75,13,39,888
2021,Lambeth 016A,E01003020,669,80,15,65,829
2021,Lambeth 021A,E01003021,522,53,7,53,635
2021,Lambeth 021B,E01003022,616,62,13,46,737
2021,Lambeth 021C,E01003023,822,138,26,118,1104
2021,Lambeth 021D,E01003024,567,96,26,96,785
2021,Lambeth 021E,E01003025,658,88,23,80,849
2021,Lambeth 019A,E01003026,538,49,5,32,624
2021,Lambeth 019B,E01003027,461,39,3,17,520
2021,Lambeth 019C,E01003028,492,58,11,38,599
2021,Lambeth 017A,E01003029,747,64,10,73,894
2021,Lambeth 019D,E01003030,631,61,11,43,746
2021,Lambeth 023A,E01003031,587,65,10,49,711
2021,Lambeth 017B,E01003032,640,78,22,75,815
2021,Lambeth 019E,E01003033,501,53,8,27,589
2021,Lambeth 012A,E01003034,546,63,24,64,697
2021,Lambeth 012B,E01003035,631,54,10,71,766
2021,Lambeth 012C,E01003036,628,68,9,51,756
2021,Lambeth 013A,E01003037,469,63,7,59,598
2021,Lambeth 013B,E01003038,679,53,5,34,771
2021,Lambeth 013C,E01003039,823,67,12,59,961
2021,Lambeth 013D,E01003040,506,36,5,47,594
2021,Lambeth 017C,E01003041,533,74,20,50,677
2021,Lambeth 013E,E01003042,408,45,4,49,506
2021,Lambeth 018A,E01003043,585,63,3,23,674
2021,Lambeth 018B,E01003044,559,51,26,50,686
2021,Lambeth 011A,E01003045,505,100,20,76,701
2021,Lambeth 009A,E01003046,533,108,25,78,744
2021,Lambeth 011B,E01003047,596,106,12,106,820
2021,Lambeth 009B,E01003048,504,116,37,81,738
2021,Lambeth 011C,E01003049,544,80,26,102,752
2021,Lambeth 016B,E01003050,650,39,5,59,753
2021,Lambeth 018C,E01003051,688,104,10,81,883
2021,Lambeth 016C,E01003052,553,131,24,78,786
2021,Lambeth 015B,E01003053,569,90,4,79,742
2021,Lambeth 015C,E01003054,853,78,7,66,1004
2021,Lambeth 016D,E01003055,697,55,6,71,829
2021,Lambeth 015D,E01003056,659,62,2,48,771
2021,Lambeth 017D,E01003057,561,77,19,63,720
2021,Lambeth 015E,E01003058,713,78,7,58,856
2021,Lambeth 011D,E01003059,575,159,21,119,874
2021,Lambeth 011E,E01003060,452,110,35,90,687
2021,Lambeth 011F,E01003061,422,83,11,133,649
2021,Lambeth 033A,E01003062,714,66,15,66,861
2021,Lambeth 033B,E01003063,476,61,17,49,603
2021,Lambeth 028A,E01003064,542,38,16,27,623
2021,Lambeth 031A,E01003065,574,49,11,51,685
2021,Lambeth 028B,E01003066,626,63,13,106,808
2021,Lambeth 033C,E01003067,533,45,17,38,633
2021,Lambeth 031B,E01003068,537,57,20,30,644
2021,Lambeth 033D,E01003069,454,34,10,23,521
2021,Lambeth 033E,E01003070,548,53,21,38,660
2021,Lambeth 018D,E01003071,866,84,15,39,1004
2021,Lambeth 014A,E01003072,612,53,5,33,703
2021,Lambeth 014B,E01003073,567,54,11,29,661
2021,Lambeth 018E,E01003074,947,92,9,46,1094
2021,Lambeth 009C,E01003075,500,84,26,60,670
2021,Lambeth 014C,E01003076,694,121,26,124,965
2021,Lambeth 014D,E01003077,595,76,9,110,790
2021,Lambeth 014E,E01003078,527,65,5,24,621
2021,Lambeth 027A,E01003079,553,62,22,93,730
2021,Lambeth 027B,E01003080,546,61,17,50,674
2021,Lambeth 028C,E01003081,635,57,29,98,819
2021,Lambeth 031C,E01003082,543,38,16,37,634
2021,Lambeth 030A,E01003083,468,69,9,30,576
2021,Lambeth 030B,E01003084,539,38,6,50,633
