date,geography,geography code,Multiple main languages in household: All household members have the same main language,Multiple main languages in household: Any other combination of multiple main languages,"Multiple main languages in household: Main language differs between generations, but not within partnerships",Multiple main languages in household: Main language differs within partnerships,Multiple main languages in household: One-person household,Multiple main languages in household: Total: All households
2021,Hounslow 031E,E01002564,378,51,54,43,202,728
2021,Hounslow 006B,E01002565,556,33,54,75,336,1054
2021,Hounslow 006C,E01002567,436,20,32,47,336,871
2021,Hounslow 001A,E01002569,495,31,26,55,357,964
2021,Hounslow 001B,E01002570,351,36,22,36,222,667
2021,Hounslow 007A,E01002571,323,19,8,29,210,589
2021,Hounslow 007B,E01002572,324,43,36,27,189,619
2021,Hounslow 001C,E01002573,362,24,13,45,194,638
2021,Hounslow 001D,E01002574,425,35,21,36,168,685
2021,Hounslow 001E,E01002575,400,26,17,43,179,665
2021,Hounslow 008A,E01002576,414,21,27,25,216,703
2021,Hounslow 007C,E01002577,421,29,19,50,163,682
2021,Hounslow 007D,E01002578,382,22,17,30,140,591
2021,Hounslow 008B,E01002579,452,4,17,35,262,770
2021,Hounslow 008C,E01002580,327,21,24,41,266,679
2021,Hounslow 008D,E01002581,469,29,23,56,264,841
2021,Hounslow 008E,E01002582,422,21,14,29,208,694
2021,Hounslow 013A,E01002583,293,67,56,25,94,535
2021,Hounslow 013B,E01002584,353,75,58,53,95,634
2021,Hounslow 013C,E01002585,259,77,65,40,80,521
2021,Hounslow 013D,E01002586,239,89,52,27,92,499
2021,Hounslow 016A,E01002587,406,69,130,27,107,739
2021,Hounslow 016B,E01002588,407,36,56,36,211,746
2021,Hounslow 013E,E01002589,438,71,95,45,166,815
2021,Hounslow 022C,E01002590,454,76,80,36,353,999
2021,Hounslow 024A,E01002591,397,34,56,20,102,609
2021,Hounslow 022D,E01002592,430,49,72,28,198,777
2021,Hounslow 024B,E01002593,379,81,48,31,156,695
2021,Hounslow 024C,E01002594,387,61,48,32,119,647
2021,Hounslow 022E,E01002595,405,63,44,37,165,714
2021,Hounslow 027A,E01002596,399,21,62,44,230,756
2021,Hounslow 025B,E01002598,395,37,57,33,136,658
2021,Hounslow 025C,E01002599,349,23,49,22,115,558
2021,Hounslow 025D,E01002600,347,37,31,21,76,512
2021,Hounslow 027B,E01002601,419,28,49,24,144,664
2021,Hounslow 027C,E01002602,367,26,25,26,105,549
2021,Hounslow 025E,E01002603,401,42,64,30,106,643
2021,Hounslow 026A,E01002604,337,27,53,23,118,558
2021,Hounslow 026B,E01002605,462,45,69,35,220,831
2021,Hounslow 026C,E01002606,333,21,48,30,185,617
2021,Hounslow 026D,E01002607,448,71,78,44,137,778
2021,Hounslow 028A,E01002608,385,43,41,24,172,665
2021,Hounslow 028B,E01002609,417,27,36,24,158,662
2021,Hounslow 028C,E01002610,376,25,41,27,163,632
2021,Hounslow 024D,E01002611,417,49,48,24,135,673
2021,Hounslow 024E,E01002612,432,39,60,40,253,824
2021,Hounslow 024F,E01002613,355,56,68,38,114,631
2021,Hounslow 027D,E01002614,427,47,69,42,235,820
2021,Hounslow 026E,E01002615,322,29,49,18,216,634
2021,Hounslow 027E,E01002616,356,34,42,21,115,568
2021,Hounslow 028D,E01002617,399,19,24,27,168,637
2021,Hounslow 011A,E01002618,303,85,58,41,72,559
2021,Hounslow 010A,E01002619,315,95,51,29,144,634
2021,Hounslow 004A,E01002620,469,59,130,50,188,896
2021,Hounslow 011B,E01002621,311,69,63,41,125,609
2021,Hounslow 010B,E01002622,318,60,61,30,104,573
2021,Hounslow 011C,E01002623,264,76,60,33,111,544
2021,Hounslow 017A,E01002624,285,54,49,28,101,517
2021,Hounslow 004B,E01002625,258,71,50,32,78,489
2021,Hounslow 004C,E01002626,259,56,48,34,89,486
2021,Hounslow 004D,E01002627,306,45,84,32,138,605
2021,Hounslow 011D,E01002628,368,95,50,37,103,653
2021,Hounslow 011E,E01002629,486,58,94,63,182,883
2021,Hounslow 012A,E01002630,366,91,69,27,126,679
2021,Hounslow 004E,E01002631,308,75,48,34,93,558
2021,Hounslow 010C,E01002632,298,60,60,34,172,624
2021,Hounslow 005A,E01002633,372,60,80,34,198,744
2021,Hounslow 005B,E01002634,312,45,67,47,70,541
2021,Hounslow 010D,E01002635,304,86,61,34,72,557
2021,Hounslow 010E,E01002636,327,93,61,36,102,619
2021,Hounslow 005C,E01002637,266,74,69,34,173,616
2021,Hounslow 005D,E01002638,342,71,84,39,81,617
2021,Hounslow 012B,E01002639,279,87,56,29,98,549
2021,Hounslow 012C,E01002640,294,130,69,33,98,624
2021,Hounslow 018A,E01002641,522,96,62,57,248,985
2021,Hounslow 015B,E01002643,511,64,74,67,330,1046
2021,Hounslow 015C,E01002645,398,88,52,28,211,777
2021,Hounslow 017B,E01002646,347,69,85,56,191,748
2021,Hounslow 021A,E01002647,405,51,92,42,167,757
2021,Hounslow 018D,E01002649,363,55,70,40,204,732
2021,Hounslow 021B,E01002650,424,65,102,61,138,790
2021,Hounslow 021C,E01002651,304,76,55,32,97,564
2021,Hounslow 021D,E01002652,295,95,51,29,95,565
2021,Hounslow 019A,E01002653,348,71,50,34,97,600
2021,Hounslow 019B,E01002654,385,52,55,33,135,660
2021,Hounslow 019C,E01002655,350,63,49,43,121,626
2021,Hounslow 019D,E01002656,336,40,31,15,97,519
2021,Hounslow 018E,E01002657,397,43,57,44,143,684
2021,Hounslow 015D,E01002658,318,37,17,22,100,494
2021,Hounslow 019E,E01002659,298,34,40,27,111,510
2021,Hounslow 016C,E01002660,321,94,58,30,115,618
2021,Hounslow 016D,E01002661,300,119,62,43,92,616
2021,Hounslow 017C,E01002662,399,101,61,54,301,916
2021,Hounslow 017D,E01002663,333,97,58,32,172,692
2021,Hounslow 016E,E01002665,286,61,59,22,139,567
2021,Hounslow 021E,E01002666,262,69,51,42,59,483
2021,Hounslow 020A,E01002667,485,46,35,47,301,914
2021,Hounslow 014A,E01002668,516,31,52,58,322,979
2021,Hounslow 014B,E01002669,448,23,44,38,155,708
2021,Hounslow 020B,E01002670,417,41,44,43,180,725
2021,Hounslow 020C,E01002671,474,24,21,22,123,664
2021,Hounslow 020D,E01002672,305,29,51,34,243,662
2021,Hounslow 020E,E01002673,264,28,101,31,162,586
2021,Hounslow 012D,E01002674,431,44,66,52,155,748
2021,Hounslow 009A,E01002675,560,64,57,41,152,874
2021,Hounslow 012E,E01002676,321,63,36,30,111,561
2021,Hounslow 015E,E01002677,456,55,38,51,237,837
2021,Hounslow 009B,E01002678,412,53,36,51,209,761
2021,Hounslow 009C,E01002679,363,61,36,32,130,622
2021,Hounslow 009D,E01002680,405,71,50,36,179,741
2021,Hounslow 014C,E01002681,513,50,72,38,200,873
2021,Hounslow 014D,E01002682,492,47,52,64,243,898
2021,Hounslow 006E,E01002686,375,29,49,26,189,668
2021,Hounslow 029A,E01002687,378,24,19,67,274,762
2021,Hounslow 007E,E01002689,362,18,28,38,309,755
2021,Hounslow 007F,E01002690,331,15,23,30,184,583
2021,Hounslow 029B,E01002691,311,71,17,45,142,586
2021,Hounslow 029C,E01002692,486,32,41,63,391,1013
2021,Hounslow 029D,E01002693,376,27,24,45,411,883
2021,Islington 019A,E01002694,320,47,74,27,199,667
2021,Islington 021A,E01002695,308,51,18,44,323,744
2021,Islington 020A,E01002696,472,48,14,38,288,860
2021,Islington 019B,E01002697,328,85,63,42,308,826
2021,Islington 017A,E01002698,514,36,16,53,418,1037
2021,Islington 017B,E01002699,401,13,7,24,296,741
2021,Islington 017C,E01002700,367,17,9,32,184,609
2021,Islington 023A,E01002701,308,39,36,35,260,678
2021,Islington 023B,E01002702,510,58,76,55,416,1115
2021,Islington 023C,E01002703,503,62,67,63,430,1125
2021,Islington 023D,E01002704,483,38,50,71,478,1120
2021,Islington 023E,E01002706,427,53,52,41,341,914
2021,Islington 022B,E01002707,369,49,37,47,387,889
2021,Islington 015A,E01002708,464,58,53,58,369,1002
2021,Islington 019C,E01002709,324,70,37,43,229,703
2021,Islington 019D,E01002710,316,54,53,28,193,644
2021,Islington 021B,E01002711,424,55,26,52,405,962
2021,Islington 015B,E01002712,290,42,40,33,208,613
2021,Islington 015C,E01002713,511,51,41,38,411,1052
2021,Islington 017D,E01002714,375,34,11,33,266,719
2021,Islington 019E,E01002715,279,46,61,49,252,687
2021,Islington 014A,E01002716,502,50,64,55,364,1035
2021,Islington 016A,E01002717,317,24,19,23,152,535
2021,Islington 014B,E01002718,424,37,8,31,247,747
2021,Islington 016B,E01002719,389,19,14,43,226,691
2021,Islington 016C,E01002720,440,43,71,42,339,935
2021,Islington 014C,E01002721,434,20,14,46,285,799
2021,Islington 018A,E01002722,343,20,21,30,282,696
2021,Islington 022C,E01002723,322,41,50,25,298,736
2021,Islington 022D,E01002724,445,52,18,49,399,963
2021,Islington 022E,E01002725,248,29,43,21,220,561
2021,Islington 022F,E01002726,371,45,28,54,289,787
2021,Islington 021C,E01002727,384,26,19,37,337,803
2021,Islington 021D,E01002728,195,16,25,12,192,440
2021,Islington 021E,E01002729,359,23,9,26,242,659
2021,Islington 007A,E01002730,384,59,25,44,281,793
2021,Islington 005A,E01002732,341,38,54,44,337,814
2021,Islington 007C,E01002733,315,58,25,37,171,606
2021,Islington 005B,E01002734,421,66,93,51,304,935
2021,Islington 003A,E01002735,568,72,44,60,389,1133
2021,Islington 005C,E01002736,271,34,56,17,197,575
2021,Islington 005D,E01002737,344,61,77,47,228,757
2021,Islington 009A,E01002738,429,26,26,56,309,846
2021,Islington 013A,E01002739,465,23,17,30,281,816
2021,Islington 013B,E01002740,568,31,12,67,302,980
2021,Islington 009B,E01002741,306,37,42,28,223,636
2021,Islington 006A,E01002742,415,56,24,42,177,714
2021,Islington 009C,E01002743,337,24,20,44,204,629
2021,Islington 009D,E01002744,333,20,13,32,276,674
2021,Islington 013C,E01002745,351,23,25,34,250,683
2021,Islington 006B,E01002747,383,26,20,28,192,649
2021,Islington 006C,E01002748,343,36,40,31,242,692
2021,Islington 006D,E01002749,330,27,40,34,172,603
2021,Islington 005E,E01002751,371,36,70,42,356,875
2021,Islington 009E,E01002752,382,29,38,37,218,704
2021,Islington 002A,E01002753,299,41,32,39,216,627
2021,Islington 002B,E01002754,335,46,27,35,188,631
2021,Islington 001A,E01002755,277,23,31,27,252,610
2021,Islington 001B,E01002756,327,16,19,32,187,581
2021,Islington 002C,E01002757,343,24,36,21,174,598
2021,Islington 001C,E01002758,358,30,69,40,259,756
2021,Islington 002D,E01002759,364,27,26,16,180,613
2021,Islington 002E,E01002760,359,33,61,24,212,689
2021,Islington 011C,E01002762,454,67,24,47,269,861
2021,Islington 007D,E01002763,266,37,27,27,215,572
2021,Islington 010A,E01002764,405,53,46,30,264,798
2021,Islington 015D,E01002765,495,68,69,46,395,1073
2021,Islington 015E,E01002766,392,62,71,52,356,933
2021,Islington 011D,E01002767,442,61,46,45,346,940
2021,Islington 004A,E01002768,391,29,13,27,387,847
2021,Islington 008A,E01002769,374,40,11,31,253,709
2021,Islington 004B,E01002770,414,34,22,61,378,909
2021,Islington 004C,E01002771,362,37,30,22,220,671
2021,Islington 002F,E01002772,442,59,26,36,310,873
2021,Islington 004D,E01002773,290,40,33,27,296,686
2021,Islington 004E,E01002774,529,62,41,44,350,1026
2021,Islington 014D,E01002775,345,33,17,41,226,662
2021,Islington 014E,E01002776,446,31,36,45,330,888
2021,Islington 012A,E01002777,402,34,22,36,269,763
2021,Islington 012B,E01002778,373,43,78,32,229,755
2021,Islington 012C,E01002779,373,28,23,53,300,777
2021,Islington 014F,E01002780,429,25,28,27,255,764
2021,Islington 012D,E01002781,342,32,41,33,194,642
2021,Islington 012E,E01002782,255,39,72,25,169,560
2021,Islington 010B,E01002783,342,44,33,21,359,799
2021,Islington 010C,E01002784,369,41,50,34,259,753
2021,Islington 008B,E01002785,449,49,16,56,214,784
2021,Islington 010D,E01002786,394,43,58,53,339,887
2021,Islington 010E,E01002787,292,55,34,37,207,625
2021,Islington 008C,E01002788,442,24,16,49,358,889
2021,Islington 008D,E01002789,472,35,23,41,213,784
2021,Islington 016D,E01002790,339,17,26,20,292,694
2021,Islington 016E,E01002791,471,45,21,47,268,852
2021,Islington 017E,E01002792,480,34,19,52,300,885
2021,Islington 016F,E01002793,440,32,29,34,367,902
2021,Islington 020B,E01002794,496,52,17,51,400,1016
2021,Islington 013D,E01002795,458,45,33,51,268,855
2021,Islington 013E,E01002796,259,13,10,17,204,503
2021,Islington 018B,E01002797,413,59,26,50,327,875
2021,Islington 018C,E01002798,506,27,23,46,296,898
2021,Islington 018D,E01002799,398,48,67,42,302,857
2021,Islington 018E,E01002800,351,30,49,54,309,793
2021,Islington 020C,E01002801,372,30,10,39,306,757
2021,Islington 020D,E01002802,430,28,29,43,295,825
2021,Islington 001D,E01002804,333,28,36,25,287,709
2021,Islington 003B,E01002805,363,31,16,35,271,716
2021,Islington 003C,E01002806,395,29,29,36,213,702
2021,Islington 001E,E01002807,325,69,41,44,328,807
2021,Islington 003D,E01002808,450,60,29,40,287,866
2021,Islington 003E,E01002809,321,61,30,36,291,739
2021,Islington 003F,E01002810,387,47,19,41,301,795
2021,Islington 001F,E01002811,373,19,64,32,245,733
2021,Kensington and Chelsea 013A,E01002812,322,24,16,71,301,734
2021,Kensington and Chelsea 011A,E01002813,367,22,18,39,236,682
2021,Kensington and Chelsea 015A,E01002814,415,49,83,67,406,1020
2021,Kensington and Chelsea 011B,E01002815,225,31,14,58,303,631
2021,Kensington and Chelsea 011C,E01002816,219,12,9,47,258,545
2021,Kensington and Chelsea 011D,E01002817,305,27,12,43,220,607
2021,Kensington and Chelsea 012A,E01002818,353,20,21,34,291,719
2021,Kensington and Chelsea 012B,E01002819,229,29,13,29,271,571
2021,Kensington and Chelsea 014A,E01002821,227,22,10,33,244,536
2021,Kensington and Chelsea 014B,E01002823,252,18,36,33,266,605
2021,Kensington and Chelsea 008A,E01002824,264,21,18,37,210,550
2021,Kensington and Chelsea 008B,E01002825,353,36,43,57,238,727
2021,Kensington and Chelsea 008C,E01002826,310,13,12,39,261,635
2021,Kensington and Chelsea 008D,E01002827,363,39,16,65,309,792
2021,Kensington and Chelsea 008E,E01002828,251,13,13,39,308,624
2021,Kensington and Chelsea 004A,E01002829,250,35,26,33,377,721
2021,Kensington and Chelsea 004B,E01002830,335,40,33,24,390,822
2021,Kensington and Chelsea 004C,E01002831,347,31,38,34,436,886
2021,Kensington and Chelsea 004D,E01002832,333,35,36,33,351,788
2021,Kensington and Chelsea 007A,E01002833,243,22,17,35,333,650
2021,Kensington and Chelsea 013B,E01002834,234,24,24,44,283,609
2021,Kensington and Chelsea 016C,E01002835,253,41,24,57,270,645
2021,Kensington and Chelsea 016D,E01002836,259,20,20,56,354,709
2021,Kensington and Chelsea 016E,E01002837,205,26,12,33,215,491
2021,Kensington and Chelsea 013C,E01002839,249,29,22,46,509,855
2021,Kensington and Chelsea 021A,E01002840,203,21,42,17,257,540
2021,Kensington and Chelsea 021B,E01002841,260,21,22,27,276,606
2021,Kensington and Chelsea 021C,E01002842,149,35,62,18,138,402
2021,Kensington and Chelsea 021D,E01002843,217,29,56,33,295,630
2021,Kensington and Chelsea 019A,E01002844,233,21,11,33,317,615
2021,Kensington and Chelsea 019B,E01002845,237,17,11,36,314,615
2021,Kensington and Chelsea 017A,E01002846,234,62,20,37,363,716
2021,Kensington and Chelsea 015B,E01002847,278,25,14,46,352,715
2021,Kensington and Chelsea 015C,E01002848,252,25,16,44,373,710
2021,Kensington and Chelsea 017B,E01002849,303,33,38,43,322,739
2021,Kensington and Chelsea 013D,E01002850,238,67,16,25,285,631
2021,Kensington and Chelsea 015D,E01002851,232,41,24,42,458,797
2021,Kensington and Chelsea 001A,E01002852,350,49,84,41,326,850
2021,Kensington and Chelsea 001B,E01002853,266,24,49,27,222,588
2021,Kensington and Chelsea 001C,E01002854,192,23,51,29,164,459
2021,Kensington and Chelsea 001D,E01002855,284,42,39,43,316,724
2021,Kensington and Chelsea 004E,E01002856,279,25,32,36,395,767
2021,Kensington and Chelsea 001E,E01002857,217,44,55,30,209,555
2021,Kensington and Chelsea 014C,E01002858,207,28,37,27,340,639
2021,Kensington and Chelsea 012C,E01002859,267,25,22,50,296,660
2021,Kensington and Chelsea 012D,E01002860,248,18,15,23,269,573
2021,Kensington and Chelsea 014D,E01002861,219,44,15,34,243,555
2021,Kensington and Chelsea 014E,E01002862,166,18,15,25,490,714
2021,Kensington and Chelsea 012E,E01002863,235,29,29,33,229,555
2021,Kensington and Chelsea 009A,E01002864,254,57,25,49,147,532
2021,Kensington and Chelsea 011E,E01002865,321,34,21,45,140,561
2021,Kensington and Chelsea 009B,E01002866,348,48,20,55,296,767
2021,Kensington and Chelsea 009C,E01002867,335,44,36,55,340,810
2021,Kensington and Chelsea 009D,E01002868,269,35,17,42,163,526
2021,Kensington and Chelsea 009E,E01002869,298,57,37,49,307,748
2021,Kensington and Chelsea 005A,E01002870,282,48,41,20,299,690
2021,Kensington and Chelsea 007B,E01002871,345,31,13,57,200,646
2021,Kensington and Chelsea 005B,E01002872,281,21,36,32,284,654
2021,Kensington and Chelsea 007C,E01002873,356,13,12,25,251,657
2021,Kensington and Chelsea 007D,E01002874,227,19,18,24,299,587
2021,Kensington and Chelsea 007E,E01002875,275,25,13,25,240,578
2021,Kensington and Chelsea 003A,E01002876,372,36,22,40,222,692
2021,Kensington and Chelsea 003B,E01002877,352,92,75,36,205,760
2021,Kensington and Chelsea 003C,E01002878,295,34,18,40,367,754
2021,Kensington and Chelsea 005C,E01002879,292,55,72,25,258,702
2021,Kensington and Chelsea 005D,E01002880,207,26,42,22,156,453
2021,Kensington and Chelsea 005E,E01002881,253,28,42,31,157,511
2021,Kensington and Chelsea 006A,E01002882,202,14,18,28,296,558
2021,Kensington and Chelsea 006B,E01002883,298,30,11,40,270,649
2021,Kensington and Chelsea 006C,E01002884,215,20,9,27,326,597
2021,Kensington and Chelsea 006D,E01002885,258,26,12,50,457,803
2021,Kensington and Chelsea 006E,E01002886,290,19,17,29,311,666
2021,Kensington and Chelsea 010A,E01002887,184,21,14,42,290,551
2021,Kensington and Chelsea 013E,E01002888,279,60,16,54,417,826
2021,Kensington and Chelsea 010B,E01002889,215,82,23,38,207,565
2021,Kensington and Chelsea 010C,E01002890,303,28,23,50,160,564
2021,Kensington and Chelsea 010D,E01002891,253,27,15,41,224,560
2021,Kensington and Chelsea 010E,E01002892,284,31,21,38,267,641
2021,Kensington and Chelsea 017C,E01002893,320,41,21,40,482,904
2021,Kensington and Chelsea 017D,E01002894,262,22,22,49,298,653
2021,Kensington and Chelsea 020C,E01002896,337,29,34,60,298,758
2021,Kensington and Chelsea 020D,E01002897,281,45,18,43,310,697
2021,Kensington and Chelsea 017E,E01002898,252,79,30,52,261,674
2021,Kensington and Chelsea 018A,E01002899,264,26,23,25,299,637
2021,Kensington and Chelsea 018B,E01002900,234,73,12,33,215,567
2021,Kensington and Chelsea 018C,E01002901,164,5,7,20,246,442
2021,Kensington and Chelsea 018D,E01002902,268,14,22,32,378,714
2021,Kensington and Chelsea 018E,E01002903,294,34,15,29,196,568
2021,Kensington and Chelsea 002A,E01002904,230,28,45,31,164,498
2021,Kensington and Chelsea 002B,E01002905,275,45,39,23,270,652
2021,Kensington and Chelsea 002C,E01002906,324,33,44,32,212,645
2021,Kensington and Chelsea 002D,E01002907,240,24,54,18,177,513
2021,Kensington and Chelsea 003D,E01002908,296,30,17,31,215,589
2021,Kensington and Chelsea 003E,E01002909,443,23,32,41,482,1021
2021,Kensington and Chelsea 019C,E01002910,228,39,11,35,319,632
2021,Kensington and Chelsea 019D,E01002911,298,24,14,41,219,596
2021,Kensington and Chelsea 020E,E01002912,294,67,18,27,279,685
2021,Kensington and Chelsea 021E,E01002913,356,27,41,68,322,814
2021,Kensington and Chelsea 019E,E01002914,233,22,14,29,273,571
2021,Kingston upon Thames 014A,E01002915,324,19,29,25,88,485
2021,Kingston upon Thames 014B,E01002916,350,14,21,28,121,534
2021,Kingston upon Thames 014C,E01002917,361,16,18,29,67,491
2021,Kingston upon Thames 017A,E01002918,386,25,68,26,101,606
2021,Kingston upon Thames 017B,E01002919,425,36,67,40,232,800
2021,Kingston upon Thames 014D,E01002920,432,9,22,16,109,588
2021,Kingston upon Thames 011A,E01002921,394,27,23,63,398,905
2021,Kingston upon Thames 010A,E01002922,429,14,9,27,237,716
2021,Kingston upon Thames 013A,E01002923,328,36,22,11,460,857
2021,Kingston upon Thames 014E,E01002924,409,15,11,19,99,553
2021,Kingston upon Thames 013B,E01002925,418,5,12,38,319,792
2021,Kingston upon Thames 010B,E01002926,406,17,14,23,140,600
2021,Kingston upon Thames 008A,E01002927,362,36,53,29,162,642
2021,Kingston upon Thames 008B,E01002928,367,39,42,49,248,745
2021,Kingston upon Thames 007A,E01002929,425,15,24,42,162,668
2021,Kingston upon Thames 007B,E01002930,434,45,55,44,218,796
2021,Kingston upon Thames 007C,E01002931,472,29,24,43,154,722
2021,Kingston upon Thames 006A,E01002932,379,32,53,30,181,675
2021,Kingston upon Thames 004A,E01002933,467,21,29,40,253,810
2021,Kingston upon Thames 004B,E01002934,473,16,29,44,99,661
2021,Kingston upon Thames 003A,E01002935,438,36,37,43,257,811
2021,Kingston upon Thames 004D,E01002937,478,17,15,34,118,662
2021,Kingston upon Thames 003B,E01002938,509,18,20,33,205,785
2021,Kingston upon Thames 018A,E01002939,406,21,28,13,131,599
2021,Kingston upon Thames 020A,E01002940,413,17,25,15,145,615
2021,Kingston upon Thames 018B,E01002941,417,18,22,21,164,642
2021,Kingston upon Thames 018C,E01002942,376,5,15,14,117,527
2021,Kingston upon Thames 020B,E01002943,373,20,15,9,95,512
2021,Kingston upon Thames 019A,E01002944,363,7,20,12,127,529
2021,Kingston upon Thames 019B,E01002945,416,14,15,20,177,642
2021,Kingston upon Thames 019C,E01002946,435,9,10,13,139,606
2021,Kingston upon Thames 019D,E01002947,448,14,19,18,116,615
2021,Kingston upon Thames 020C,E01002948,564,19,16,32,191,822
2021,Kingston upon Thames 020D,E01002949,469,11,26,25,153,684
2021,Kingston upon Thames 020E,E01002950,424,12,19,28,229,712
2021,Kingston upon Thames 003C,E01002951,355,22,26,38,138,579
2021,Kingston upon Thames 002A,E01002952,328,21,24,26,73,472
2021,Kingston upon Thames 002B,E01002953,293,34,16,22,73,438
2021,Kingston upon Thames 003D,E01002954,275,22,35,41,257,630
2021,Kingston upon Thames 002C,E01002955,302,32,32,33,131,530
2021,Kingston upon Thames 002D,E01002956,260,30,28,28,94,440
2021,Kingston upon Thames 003E,E01002957,328,60,53,19,116,576
2021,Kingston upon Thames 008C,E01002958,450,19,10,36,138,653
2021,Kingston upon Thames 002E,E01002959,342,13,25,29,64,473
2021,Kingston upon Thames 006B,E01002960,355,34,38,26,129,582
2021,Kingston upon Thames 008D,E01002961,430,21,35,33,80,599
2021,Kingston upon Thames 006C,E01002962,328,35,48,31,83,525
2021,Kingston upon Thames 007D,E01002963,407,36,43,51,236,773
2021,Kingston upon Thames 005A,E01002964,498,35,24,53,440,1050
2021,Kingston upon Thames 009A,E01002965,574,47,38,55,430,1144
2021,Kingston upon Thames 010C,E01002966,512,29,12,35,193,781
2021,Kingston upon Thames 009B,E01002967,472,21,22,58,380,953
2021,Kingston upon Thames 009C,E01002968,596,68,29,66,388,1147
2021,Kingston upon Thames 005B,E01002969,328,28,65,33,204,658
2021,Kingston upon Thames 006D,E01002970,366,57,51,33,137,644
2021,Kingston upon Thames 005C,E01002971,448,24,29,32,197,730
2021,Kingston upon Thames 005D,E01002972,450,52,39,52,299,892
2021,Kingston upon Thames 006E,E01002973,298,44,64,26,91,523
2021,Kingston upon Thames 005E,E01002974,455,35,36,31,161,718
2021,Kingston upon Thames 012A,E01002975,313,34,48,28,77,500
2021,Kingston upon Thames 015A,E01002976,449,14,20,30,136,649
2021,Kingston upon Thames 012B,E01002977,372,24,46,18,185,645
2021,Kingston upon Thames 015B,E01002978,471,21,30,33,167,722
2021,Kingston upon Thames 015C,E01002979,406,14,10,24,144,598
2021,Kingston upon Thames 012C,E01002980,307,24,39,24,83,477
2021,Kingston upon Thames 012D,E01002981,323,39,41,25,95,523
2021,Kingston upon Thames 015D,E01002982,308,28,40,29,111,516
2021,Kingston upon Thames 015E,E01002983,418,18,37,28,93,594
2021,Kingston upon Thames 012E,E01002984,295,31,32,26,205,589
2021,Kingston upon Thames 007E,E01002985,319,46,74,35,124,598
2021,Kingston upon Thames 008E,E01002986,288,27,34,23,105,477
2021,Kingston upon Thames 011B,E01002987,449,18,21,60,407,955
2021,Kingston upon Thames 011C,E01002988,339,12,12,33,233,629
2021,Kingston upon Thames 011D,E01002989,516,9,16,50,326,917
2021,Kingston upon Thames 009D,E01002990,448,13,14,53,359,887
2021,Kingston upon Thames 009E,E01002991,409,23,17,28,203,680
2021,Kingston upon Thames 010D,E01002992,260,26,14,21,167,488
2021,Kingston upon Thames 013C,E01002993,390,9,19,56,341,815
2021,Kingston upon Thames 016A,E01002994,381,6,15,33,163,598
2021,Kingston upon Thames 013D,E01002995,382,18,13,38,182,633
2021,Kingston upon Thames 016B,E01002996,400,12,21,26,133,592
2021,Kingston upon Thames 016C,E01002997,405,8,18,29,144,604
2021,Kingston upon Thames 016D,E01002998,394,23,26,27,133,603
2021,Kingston upon Thames 013E,E01002999,380,19,33,35,300,767
2021,Kingston upon Thames 017C,E01003000,426,34,38,37,138,673
2021,Kingston upon Thames 017D,E01003001,412,42,51,23,112,640
2021,Kingston upon Thames 016E,E01003002,478,28,26,27,240,799
2021,Kingston upon Thames 017E,E01003003,383,34,49,36,154,656
2021,Kingston upon Thames 018D,E01003004,384,28,35,24,139,610
2021,Kingston upon Thames 018E,E01003005,419,20,15,15,110,579
2021,Kingston upon Thames 001A,E01003006,361,11,29,38,158,597
2021,Kingston upon Thames 001B,E01003007,371,22,29,53,83,558
2021,Kingston upon Thames 001C,E01003008,341,15,22,37,93,508
2021,Kingston upon Thames 001D,E01003009,511,18,25,40,183,777
2021,Kingston upon Thames 001E,E01003010,379,11,12,23,105,530
2021,Kingston upon Thames 004E,E01003011,431,21,17,41,188,698
2021,Lambeth 036A,E01003013,326,58,10,31,295,720
2021,Lambeth 036B,E01003014,306,40,22,27,245,640
2021,Lambeth 002A,E01003015,385,39,37,18,324,803
2021,Lambeth 036C,E01003016,216,24,11,11,162,424
2021,Lambeth 036D,E01003017,369,30,20,28,320,767
2021,Lambeth 020A,E01003018,536,53,13,39,292,933
2021,Lambeth 015A,E01003019,562,34,18,39,235,888
2021,Lambeth 016A,E01003020,452,51,26,26,273,828
2021,Lambeth 021A,E01003021,344,29,15,22,224,634
2021,Lambeth 021B,E01003022,408,32,20,24,250,734
2021,Lambeth 021C,E01003023,598,80,50,53,323,1104
2021,Lambeth 021D,E01003024,413,41,44,46,241,785
2021,Lambeth 021E,E01003025,493,41,47,33,235,849
2021,Lambeth 019A,E01003026,388,17,13,27,179,624
2021,Lambeth 019B,E01003027,357,14,7,26,117,521
2021,Lambeth 019C,E01003028,377,30,18,32,144,601
2021,Lambeth 017A,E01003029,483,29,18,34,331,895
2021,Lambeth 019D,E01003030,467,33,17,29,199,745
2021,Lambeth 023A,E01003031,403,29,17,35,228,712
2021,Lambeth 017B,E01003032,405,46,37,21,304,813
2021,Lambeth 019E,E01003033,414,37,12,14,113,590
2021,Lambeth 012A,E01003034,399,31,41,18,209,698
2021,Lambeth 012B,E01003035,449,32,14,25,246,766
2021,Lambeth 012C,E01003036,442,33,25,27,229,756
2021,Lambeth 013A,E01003037,332,20,24,29,192,597
2021,Lambeth 013B,E01003038,490,20,10,30,219,769
2021,Lambeth 013C,E01003039,554,24,13,50,320,961
2021,Lambeth 013D,E01003040,336,16,11,19,210,592
