date,geography,geography code,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities: Cornish and British only identity,National identity: Any other combination of only UK identities: Cornish only identity,National identity: Any other combination of only UK identities: Northern Irish and British only identity,National identity: Any other combination of only UK identities: Northern Irish only identity,National identity: Any other combination of only UK identities: Other,National identity: Any other combination of only UK identities: Scottish and British only identity,National identity: Any other combination of only UK identities: Scottish only identity,National identity: British only identity,National identity: English and British only identity,National identity: English only identity,National identity: Irish and at least one UK identity,National identity: Irish only identity,National identity: Non-UK identity only,National identity: Other identity and at least one UK identity,National identity: Other identity only,National identity: Total: All usual residents,National identity: UK identity and non-UK identity,National identity: Welsh and British only identity,National identity: Welsh only identity
2021,Lambeth 006E,E01003125,12,0,0,1,1,3,2,5,1053,49,78,1,12,512,71,500,1782,72,2,4
2021,Lambeth 008D,E01003126,18,0,0,0,2,5,3,8,923,70,88,4,12,485,73,473,1666,77,1,4
2021,Lambeth 010E,E01003127,57,0,0,1,4,7,32,13,1074,185,99,10,19,544,104,525,2092,114,8,11
2021,Lambeth 008E,E01003128,21,0,0,3,6,1,5,6,892,83,105,2,11,436,100,425,1643,102,0,4
2021,Lambeth 004E,E01003129,30,0,2,1,6,6,4,11,967,133,67,5,29,508,81,479,1795,86,1,3
2021,Lambeth 026A,E01003130,20,0,0,0,6,4,2,8,1015,114,112,3,17,495,102,478,1867,105,1,5
2021,Lambeth 026B,E01003131,44,0,0,4,5,5,13,17,1183,216,102,10,29,478,101,449,2151,111,3,14
2021,Lambeth 024A,E01003132,14,0,0,0,2,3,4,5,908,81,93,6,18,286,60,268,1450,66,0,2
2021,Lambeth 027C,E01003133,29,0,0,1,7,6,4,11,943,101,98,3,20,397,74,377,1662,77,6,11
2021,Lambeth 027D,E01003134,39,0,1,5,5,6,5,17,1004,80,95,2,14,283,84,269,1597,86,5,5
2021,Lambeth 026C,E01003135,20,0,0,0,4,6,5,5,1122,149,111,5,32,438,72,406,1929,77,4,8
2021,Lambeth 022A,E01003136,30,0,0,7,5,6,2,10,886,124,81,7,25,462,60,437,1659,67,5,4
2021,Lambeth 022B,E01003137,13,0,0,2,3,1,4,3,871,92,71,3,17,451,63,434,1580,66,9,7
2021,Lambeth 026D,E01003138,43,0,0,6,7,5,12,13,813,133,92,15,32,275,95,243,1480,110,8,6
2021,Lambeth 035A,E01003139,11,0,0,1,7,0,2,1,804,84,77,2,17,486,63,469,1529,65,2,0
2021,Lambeth 035B,E01003140,4,0,0,0,0,1,1,2,926,64,69,0,7,383,60,376,1507,60,1,0
2021,Lambeth 034B,E01003141,23,0,0,0,2,10,5,6,1011,126,99,4,20,485,90,465,1846,94,5,3
2021,Lambeth 035C,E01003142,6,0,0,0,1,3,2,0,785,68,72,0,11,374,67,363,1373,67,1,0
2021,Lambeth 035D,E01003143,13,0,0,2,1,2,2,6,903,67,92,3,6,347,74,341,1504,77,1,4
2021,Lambeth 034C,E01003144,30,1,0,1,4,3,7,14,970,128,103,7,20,214,86,194,1548,93,4,6
2021,Lambeth 034D,E01003145,17,0,0,0,2,3,5,7,872,118,89,6,17,465,83,448,1657,89,3,4
2021,Lambeth 035E,E01003146,14,0,0,0,4,0,4,6,1009,60,71,0,12,417,62,405,1647,62,5,9
2021,Lambeth 034E,E01003147,21,0,0,3,5,1,2,10,1136,142,106,3,25,578,79,553,2069,82,1,3
2021,Lambeth 032E,E01003148,17,0,0,0,3,4,0,10,1095,146,114,12,25,354,89,329,1838,101,5,6
2021,Lambeth 030D,E01003149,26,0,0,2,1,2,7,14,996,132,105,4,23,371,97,348,1760,101,10,19
2021,Lambeth 032F,E01003150,21,0,0,3,6,3,6,3,1083,121,74,4,47,542,80,495,1941,84,7,9
2021,Lambeth 026E,E01003151,8,0,0,0,2,2,1,3,1265,102,104,5,27,406,57,379,1952,62,2,3
2021,Lambeth 027E,E01003152,26,0,0,1,10,4,4,7,1010,156,113,10,33,414,144,381,1907,154,7,27
2021,Lambeth 029D,E01003153,43,0,1,1,6,6,9,20,1053,145,107,2,33,674,123,641,2172,125,9,16
2021,Lambeth 030E,E01003154,12,0,0,0,2,6,0,4,1262,119,131,4,15,374,89,359,1999,93,2,6
2021,Lambeth 029E,E01003155,21,1,0,0,1,4,7,8,1016,158,98,3,16,423,95,407,1826,98,5,7
2021,Lambeth 023B,E01003156,33,0,0,2,3,4,7,17,978,146,123,5,28,241,62,213,1600,67,2,10
2021,Lambeth 023C,E01003157,45,0,1,1,11,4,13,15,952,189,99,5,37,201,81,164,1582,86,3,7
2021,Lambeth 023D,E01003158,68,0,0,11,18,8,9,22,899,190,134,8,42,231,78,189,1624,86,6,10
2021,Lambeth 022C,E01003159,22,0,0,0,2,5,3,12,999,130,98,1,29,435,76,406,1774,77,5,8
2021,Lambeth 022D,E01003160,10,0,0,0,2,0,4,4,802,82,52,4,13,406,87,393,1450,91,2,5
2021,Lambeth 023E,E01003161,33,0,0,4,6,2,5,16,815,99,78,6,33,219,51,186,1316,57,6,9
2021,Lambeth 022E,E01003162,29,0,0,1,7,8,4,9,1104,59,64,4,14,525,68,511,1858,72,3,2
2021,Lambeth 023F,E01003163,12,0,0,0,0,1,6,5,1024,142,90,4,24,247,69,223,1599,73,3,8
2021,Lambeth 025A,E01003164,29,0,0,2,4,7,2,14,1294,167,130,4,26,521,94,495,2248,98,2,7
2021,Lambeth 025B,E01003165,26,0,0,4,2,4,4,12,1065,136,115,1,11,227,60,216,1644,61,3,11
2021,Lambeth 028D,E01003166,42,0,2,4,6,4,9,17,1457,183,133,7,32,633,96,601,2566,103,2,13
2021,Lambeth 028E,E01003167,30,0,0,1,8,5,5,11,1052,151,142,3,29,261,107,232,1759,110,6,7
2021,Lambeth 025C,E01003168,17,0,0,1,1,3,0,12,1050,91,210,6,19,243,40,224,1659,46,0,2
2021,Lambeth 025D,E01003169,48,0,1,0,8,11,12,16,1396,180,137,16,36,432,124,396,2352,140,8,11
2021,Lambeth 025E,E01003170,39,0,1,1,4,4,14,15,1169,162,141,6,30,258,118,228,1906,124,4,9
2021,Lambeth 020B,E01003171,42,1,0,4,7,4,9,17,1005,109,82,6,27,310,86,283,1645,92,0,5
2021,Lambeth 024B,E01003172,17,0,0,0,1,5,0,11,1237,97,103,8,19,364,95,345,1941,103,6,14
2021,Lambeth 020C,E01003173,18,0,1,2,1,3,1,10,932,115,76,6,26,396,82,370,1634,88,4,5
2021,Lambeth 024C,E01003174,4,0,0,0,0,0,2,2,1279,104,108,8,16,454,77,438,2038,85,2,2
2021,Lambeth 024D,E01003175,15,0,0,0,4,3,3,5,1098,67,92,0,15,248,52,233,1577,52,3,2
2021,Lambeth 016E,E01003176,12,0,0,0,3,2,1,6,1125,119,90,1,12,490,87,478,1928,88,3,1
2021,Lambeth 020D,E01003177,20,1,0,0,1,5,4,9,933,127,59,2,21,378,73,357,1602,75,4,6
2021,Lambeth 020E,E01003178,32,0,0,2,5,7,4,14,893,145,93,8,36,269,46,233,1498,54,1,11
2021,Lambeth 024E,E01003179,10,0,0,0,2,0,0,8,974,73,61,0,3,433,67,430,1620,67,1,1
2021,Lambeth 005D,E01003180,24,0,0,1,2,9,3,9,940,140,95,4,21,333,67,312,1605,71,2,0
2021,Lambeth 007A,E01003181,22,0,1,2,6,1,2,10,957,83,79,3,26,312,63,286,1521,66,1,1
2021,Lambeth 009D,E01003182,25,0,0,1,3,7,6,8,1080,108,107,7,22,369,83,347,1788,90,2,7
2021,Lambeth 005E,E01003183,22,0,1,1,4,5,1,10,1029,85,72,3,32,329,54,297,1603,57,2,7
2021,Lambeth 007B,E01003184,16,0,0,0,4,5,1,6,845,63,65,1,13,350,72,337,1421,73,4,5
2021,Lambeth 007C,E01003185,45,1,2,2,7,10,3,20,990,110,77,3,28,636,61,608,1930,64,2,6
2021,Lambeth 007D,E01003186,60,1,0,5,15,11,4,24,1380,207,127,8,47,516,125,469,2438,133,4,11
2021,Lambeth 007E,E01003187,19,0,0,1,3,5,2,8,1481,160,87,8,29,436,109,407,2314,117,6,8
2021,Lambeth 009E,E01003188,14,0,0,2,1,3,2,6,878,39,60,0,7,228,45,221,1266,45,0,2
2021,Lewisham 034A,E01003189,2,0,0,0,1,0,0,1,1123,140,186,1,10,254,56,244,1765,57,1,2
2021,Lewisham 034B,E01003190,15,0,0,0,1,3,4,7,1466,119,138,6,6,491,87,485,2323,93,0,1
2021,Lewisham 034C,E01003191,13,0,0,0,6,4,1,2,995,104,152,2,9,342,48,333,1660,50,0,4
2021,Lewisham 034D,E01003192,17,0,0,0,0,11,0,6,1074,120,143,0,23,386,48,363,1789,48,1,0
2021,Lewisham 029A,E01003193,15,0,0,3,2,0,6,4,1162,145,161,2,20,249,61,229,1799,63,0,4
2021,Lewisham 029B,E01003194,12,0,0,0,0,5,3,4,1082,116,139,1,13,356,60,343,1768,61,1,1
2021,Lewisham 029C,E01003195,6,0,0,0,1,2,0,3,942,100,139,4,17,234,58,217,1489,62,1,5
2021,Lewisham 029D,E01003196,3,0,1,0,0,1,0,1,1066,99,221,2,14,322,48,308,1762,50,0,1
2021,Lewisham 029E,E01003197,12,0,0,1,4,0,0,7,1133,115,145,1,10,210,43,200,1662,44,1,2
2021,Lewisham 009A,E01003198,28,0,0,0,7,4,11,6,850,126,133,5,18,260,82,242,1495,87,5,6
2021,Lewisham 007A,E01003199,35,0,1,0,0,5,12,17,1069,196,137,5,32,410,106,378,1968,111,4,6
2021,Lewisham 009B,E01003200,35,0,1,1,7,2,9,15,825,148,146,3,13,211,92,198,1475,95,5,10
2021,Lewisham 007B,E01003201,23,1,0,0,6,8,3,5,1018,143,108,6,18,292,80,274,1679,86,5,4
2021,Lewisham 009C,E01003202,27,0,0,0,3,5,10,9,853,163,182,9,13,222,83,209,1559,92,6,14
2021,Lewisham 009D,E01003203,12,0,0,1,3,1,0,7,1033,163,171,4,21,490,81,469,1964,85,3,7
2021,Lewisham 007C,E01003204,34,0,0,0,5,1,12,16,899,132,110,3,15,350,71,335,1608,74,4,5
2021,Lewisham 007D,E01003205,19,0,1,2,4,2,3,7,797,102,82,7,19,291,87,272,1391,94,0,6
2021,Lewisham 007E,E01003206,52,0,0,5,5,11,6,25,814,145,94,3,16,227,65,211,1410,68,4,6
2021,Lewisham 005A,E01003207,23,0,0,2,3,4,8,6,1230,141,158,5,27,673,103,646,2339,108,2,4
2021,Lewisham 005B,E01003209,38,0,0,4,9,10,3,12,1082,156,114,7,19,408,79,389,1901,86,8,9
2021,Lewisham 005C,E01003210,42,2,0,5,8,6,5,16,1008,107,110,7,19,396,98,377,1777,105,2,7
2021,Lewisham 008B,E01003211,37,0,1,1,3,6,6,20,878,124,114,6,28,284,97,256,1555,103,5,10
2021,Lewisham 005D,E01003212,34,0,1,2,9,7,3,12,1278,139,134,13,28,336,69,308,2011,82,3,5
2021,Lewisham 008C,E01003213,36,1,1,1,4,1,16,12,1104,151,107,29,38,421,102,383,1964,131,5,9
2021,Lewisham 008D,E01003214,41,0,0,5,8,7,7,14,1060,142,121,14,31,325,75,294,1784,89,3,3
2021,Lewisham 005E,E01003215,25,0,0,0,1,10,5,9,1023,137,99,6,28,518,72,490,1893,78,4,9
2021,Lewisham 025A,E01003216,26,3,0,2,1,7,3,10,1068,104,94,1,22,304,77,282,1678,78,2,2
2021,Lewisham 022A,E01003217,15,1,0,0,0,7,3,4,1134,122,132,3,21,447,70,426,1930,73,5,2
2021,Lewisham 022B,E01003218,13,0,0,3,5,5,0,0,1067,101,107,2,11,175,71,164,1549,73,6,7
2021,Lewisham 025B,E01003219,10,0,0,0,2,2,0,6,1205,94,110,12,30,234,58,204,1724,70,1,0
2021,Lewisham 022C,E01003220,19,0,0,1,6,3,0,9,982,105,132,5,23,337,78,314,1667,83,3,6
2021,Lewisham 025C,E01003221,15,0,0,5,1,4,1,4,1317,122,188,9,33,429,78,396,2162,87,0,4
2021,Lewisham 022D,E01003222,15,0,0,1,1,5,3,5,970,125,109,1,23,267,84,244,1573,85,1,1
2021,Lewisham 025D,E01003223,4,0,0,0,0,1,0,3,1089,111,104,1,33,278,65,245,1655,66,1,2
2021,Lewisham 022E,E01003224,9,0,0,0,2,3,0,4,1069,101,128,4,24,342,73,318,1729,77,1,2
2021,Lewisham 015A,E01003225,31,0,2,3,4,3,7,12,992,133,131,14,25,201,81,176,1591,95,0,8
2021,Lewisham 019A,E01003226,24,0,4,1,2,3,5,9,1083,152,118,13,20,327,117,307,1837,130,0,3
2021,Lewisham 019B,E01003227,31,0,0,3,1,8,5,14,976,171,106,9,17,224,106,207,1639,115,1,15
2021,Lewisham 019C,E01003228,36,0,1,1,5,4,5,20,938,155,127,6,24,213,86,189,1578,92,6,11
2021,Lewisham 019D,E01003229,21,0,0,1,4,5,3,8,1016,96,143,1,27,328,74,301,1688,75,2,7
2021,Lewisham 019E,E01003230,25,0,0,0,5,2,3,15,1192,147,168,10,21,369,74,348,1999,84,3,11
2021,Lewisham 015B,E01003231,19,0,0,1,2,6,6,4,951,126,77,7,21,278,86,257,1548,93,3,1
2021,Lewisham 015C,E01003232,35,2,0,2,10,10,5,6,1072,118,117,12,34,218,123,184,1705,135,5,5
2021,Lewisham 015D,E01003233,19,0,0,0,7,1,0,11,1210,112,136,5,24,278,69,254,1836,74,2,5
2021,Lewisham 038A,E01003235,3,0,0,0,1,0,1,1,874,83,167,2,11,237,50,226,1421,52,0,5
2021,Lewisham 037A,E01003236,18,0,0,0,5,5,1,7,910,131,167,0,16,404,59,388,1689,59,0,0
2021,Lewisham 037B,E01003237,7,0,0,1,1,0,1,4,937,151,208,24,3,284,75,281,1688,99,1,1
2021,Lewisham 037C,E01003238,3,0,0,2,0,0,1,0,919,108,183,1,9,221,40,212,1480,41,2,3
2021,Lewisham 037D,E01003239,7,0,0,0,3,0,1,3,899,143,199,0,12,311,52,299,1612,52,0,1
2021,Lewisham 038B,E01003240,15,0,0,1,5,2,0,7,1197,168,210,0,15,356,51,341,1998,51,1,0
2021,Lewisham 038C,E01003241,10,0,0,0,3,3,1,3,957,104,189,2,16,264,60,248,1588,62,1,1
2021,Lewisham 038D,E01003243,6,0,0,3,3,0,0,0,897,109,145,3,11,290,54,279,1511,57,1,6
2021,Lewisham 001A,E01003244,13,0,0,0,8,2,0,3,1231,74,69,2,11,459,48,448,1901,50,0,5
2021,Lewisham 001B,E01003245,7,0,0,0,0,1,1,5,1369,127,113,1,14,314,57,300,1991,58,0,3
2021,Lewisham 002A,E01003246,36,0,0,0,5,6,7,18,1493,126,104,1,26,504,122,478,2409,123,8,15
2021,Lewisham 001C,E01003247,28,0,0,1,5,6,2,14,971,144,143,3,20,707,98,687,2104,101,3,7
2021,Lewisham 002B,E01003248,8,0,0,0,6,0,2,0,963,93,90,1,9,416,71,407,1643,72,0,1
2021,Lewisham 001D,E01003249,21,0,0,3,6,2,7,3,1247,105,117,3,19,476,87,457,2059,90,0,3
2021,Lewisham 002C,E01003251,3,0,0,0,0,0,1,2,1090,71,72,6,11,401,87,390,1733,93,0,3
2021,Lewisham 002D,E01003252,6,0,0,0,0,0,0,6,1096,56,58,0,7,305,57,298,1579,57,1,0
2021,Lewisham 002E,E01003253,20,0,1,0,2,3,3,11,828,80,102,4,8,342,42,334,1423,46,3,2
2021,Lewisham 021A,E01003254,28,0,0,0,5,8,5,10,819,143,144,4,27,210,80,183,1437,84,4,5
2021,Lewisham 021B,E01003255,31,0,3,3,4,7,2,12,1119,163,127,6,36,446,87,410,1991,93,6,6
2021,Lewisham 028A,E01003256,31,0,2,2,5,2,9,11,1287,148,170,3,27,379,105,352,2130,108,2,5
2021,Lewisham 028B,E01003257,30,0,0,1,3,7,3,16,963,95,119,8,30,290,87,260,1602,95,6,4
2021,Lewisham 028C,E01003258,15,0,0,0,2,5,3,5,971,86,97,1,8,312,66,304,1551,67,3,0
2021,Lewisham 028D,E01003259,28,0,0,0,3,8,10,7,1013,134,120,8,31,359,86,328,1753,94,3,2
2021,Lewisham 021C,E01003260,28,0,1,0,6,6,5,10,1012,148,119,4,17,234,106,217,1659,110,1,7
2021,Lewisham 021D,E01003261,11,0,0,0,1,7,0,3,993,112,148,7,16,179,63,163,1526,70,2,11
2021,Lewisham 021E,E01003262,22,0,0,2,3,2,6,9,916,121,119,6,24,245,82,221,1522,88,6,5
2021,Lewisham 023A,E01003263,35,0,0,1,2,1,4,27,1010,135,206,2,10,357,51,347,1803,53,2,5
2021,Lewisham 031A,E01003264,17,0,1,3,2,3,3,5,968,127,186,3,11,274,69,263,1647,72,0,3
2021,Lewisham 031B,E01003265,10,0,0,3,2,2,2,1,924,95,179,2,11,363,71,352,1648,73,1,3
2021,Lewisham 031C,E01003266,4,0,0,0,1,1,1,1,1028,145,192,2,12,289,59,277,1723,61,1,3
2021,Lewisham 031D,E01003267,12,0,0,0,2,4,3,3,1052,142,248,4,11,256,43,245,1758,47,0,1
2021,Lewisham 023B,E01003268,23,0,0,1,3,3,5,11,1131,151,164,2,22,275,95,253,1852,97,3,8
2021,Lewisham 023C,E01003269,17,0,0,6,1,2,4,4,883,169,202,6,16,277,48,261,1607,54,0,5
2021,Lewisham 023D,E01003270,16,1,0,0,4,6,2,3,999,135,152,4,22,277,62,255,1648,66,0,3
2021,Lewisham 023E,E01003271,24,0,1,1,2,6,3,11,961,132,214,5,15,227,58,212,1625,63,2,2
2021,Lewisham 014A,E01003272,39,0,1,1,10,9,7,11,1164,172,142,8,34,355,104,321,1995,112,6,5
2021,Lewisham 011A,E01003273,30,0,0,0,5,5,4,16,931,89,104,5,14,246,94,232,1508,99,3,6
2021,Lewisham 014B,E01003274,24,0,0,0,5,1,4,14,936,119,92,15,20,299,88,279,1591,103,3,15
2021,Lewisham 014C,E01003275,11,0,2,0,4,1,1,3,1110,102,130,1,17,281,55,264,1696,56,2,4
2021,Lewisham 014D,E01003276,27,0,0,2,5,5,9,6,1190,140,117,11,48,304,103,256,1905,114,7,6
2021,Lewisham 011B,E01003277,31,1,0,3,3,5,6,13,949,139,127,10,26,337,73,311,1677,83,5,6
2021,Lewisham 011C,E01003278,26,0,1,1,2,4,9,9,1164,143,85,5,23,545,109,522,2083,114,2,4
2021,Lewisham 011D,E01003279,26,0,1,3,8,3,3,8,920,112,118,8,41,271,63,230,1528,71,4,6
2021,Lewisham 016A,E01003280,8,0,0,0,0,0,2,6,1014,107,125,6,18,312,67,294,1641,73,1,1
2021,Lewisham 016B,E01003281,21,0,0,1,2,5,4,9,915,128,160,6,26,199,58,173,1495,64,3,5
2021,Lewisham 013A,E01003282,26,0,0,4,3,6,3,10,1279,156,173,6,23,602,157,579,2416,163,8,9
2021,Lewisham 013B,E01003283,39,1,1,3,7,7,10,10,1214,209,158,10,41,364,124,323,2130,134,5,7
2021,Lewisham 013C,E01003284,22,0,2,0,2,4,6,8,1104,154,146,5,25,330,100,305,1877,105,9,7
2021,Lewisham 016C,E01003285,22,1,0,1,11,1,2,6,983,106,135,4,20,391,92,371,1750,96,5,12
2021,Lewisham 013D,E01003286,13,0,0,0,2,3,0,8,1015,119,154,3,26,323,106,297,1737,109,0,4
2021,Lewisham 016D,E01003287,53,0,0,3,2,13,14,21,1130,214,132,17,31,303,104,272,1970,121,10,7
2021,Lewisham 041A,E01003288,28,0,0,2,1,7,7,11,1163,123,148,2,28,573,120,545,2160,122,1,2
2021,Lewisham 041E,E01003290,21,0,0,3,4,5,3,6,1085,161,114,3,10,451,70,441,1908,73,0,3
2021,Lewisham 041D,E01003291,8,0,0,0,3,0,0,5,1024,80,107,2,9,277,44,268,1545,46,1,2
2021,Lewisham 017A,E01003292,26,0,1,2,2,1,10,10,1012,144,99,5,18,412,86,394,1790,91,3,3
2021,Lewisham 017B,E01003293,8,0,0,0,2,2,1,3,844,91,105,3,14,436,77,422,1567,80,0,3
2021,Lewisham 017D,E01003295,25,1,0,1,1,6,11,5,1029,130,134,4,26,384,77,358,1786,81,1,2
2021,Lewisham 003A,E01003297,10,0,0,1,2,1,1,5,845,86,64,0,5,612,82,607,1703,82,1,3
2021,Lewisham 039A,E01003298,8,0,0,3,0,0,0,5,890,51,36,0,6,239,54,233,1281,54,0,3
2021,Lewisham 003B,E01003299,38,0,0,0,5,6,7,20,1002,106,128,3,34,438,68,404,1790,71,2,5
2021,Lewisham 039B,E01003300,10,0,0,0,3,1,1,5,934,58,93,3,13,307,78,294,1486,81,2,1
2021,Lewisham 003C,E01003301,29,0,1,0,9,3,4,12,1417,145,105,8,26,742,168,716,2630,176,4,12
2021,Lewisham 003D,E01003302,18,0,2,1,2,0,8,5,1059,93,83,2,6,547,61,541,1866,63,0,3
2021,Lewisham 039C,E01003303,22,0,0,1,4,5,3,9,936,84,82,2,12,515,77,503,1723,79,2,3
2021,Lewisham 039D,E01003304,29,1,2,3,6,3,5,9,1165,162,123,6,16,634,113,618,2249,119,3,14
2021,Lewisham 003E,E01003305,33,21,0,2,4,3,0,3,1473,128,128,6,10,397,121,387,2289,127,2,1
2021,Lewisham 024A,E01003307,21,0,0,1,4,2,4,10,1076,129,96,14,26,189,68,163,1598,82,3,2
2021,Lewisham 024B,E01003308,17,0,0,3,4,4,2,4,1117,154,128,3,17,287,72,270,1789,75,4,7
2021,Lewisham 027A,E01003309,27,0,0,1,5,0,2,19,978,78,136,5,10,288,104,278,1618,109,0,2
2021,Lewisham 027B,E01003310,29,0,0,4,5,6,5,9,943,127,107,6,22,295,71,273,1590,77,2,10
2021,Lewisham 027C,E01003311,12,0,0,0,3,0,2,7,1045,150,128,1,26,194,62,168,1598,63,5,1
2021,Lewisham 027D,E01003312,26,0,1,3,4,4,7,7,1061,138,177,3,24,273,72,249,1759,75,1,8
2021,Lewisham 027E,E01003313,12,0,0,0,4,1,0,7,936,142,122,3,11,295,54,284,1568,57,2,2
2021,Lewisham 024C,E01003314,22,0,0,4,1,4,3,10,1026,148,120,3,20,242,77,222,1644,80,2,4
2021,Lewisham 024D,E01003315,26,0,0,0,4,4,4,14,762,123,87,2,16,234,65,218,1308,67,2,7
2021,Lewisham 024E,E01003316,21,0,0,1,4,5,4,7,911,128,117,12,32,227,60,195,1481,72,1,4
2021,Lewisham 020B,E01003318,18,0,0,2,4,1,2,9,1159,127,123,1,15,554,85,539,2076,86,2,7
2021,Lewisham 018A,E01003319,10,0,0,0,1,6,2,1,1012,94,119,1,4,487,68,483,1793,69,0,2
2021,Lewisham 018B,E01003320,10,0,0,0,1,0,3,6,930,84,94,3,37,391,72,354,1586,75,2,0
2021,Lewisham 020C,E01003321,25,0,0,1,5,3,5,11,1078,105,126,1,16,335,76,319,1748,77,0,2
2021,Lewisham 020D,E01003322,14,0,0,0,1,3,1,9,894,101,103,4,10,426,87,416,1635,91,0,6
2021,Lewisham 018C,E01003323,18,0,1,1,3,2,5,6,933,88,68,3,14,314,82,300,1509,85,1,2
2021,Lewisham 020E,E01003324,2,0,1,0,0,0,0,1,813,65,136,8,39,599,67,560,1690,75,0,0
2021,Lewisham 018D,E01003325,10,0,0,1,4,3,1,1,1184,81,80,9,4,351,98,347,1816,107,1,2
2021,Lewisham 035A,E01003326,30,0,0,1,5,8,2,14,1146,130,126,12,40,307,60,267,1814,72,0,3
2021,Lewisham 035B,E01003327,27,0,0,1,6,5,5,10,934,145,155,9,14,263,82,249,1632,91,4,13
2021,Lewisham 035C,E01003328,34,0,0,3,7,6,4,14,1084,110,135,4,12,299,99,287,1773,103,4,4
2021,Lewisham 033A,E01003329,22,0,0,0,3,4,4,11,938,176,124,5,12,262,106,250,1642,111,5,4
2021,Lewisham 033B,E01003330,9,0,0,0,2,0,2,5,977,130,173,4,15,248,42,233,1591,46,1,7
2021,Lewisham 033C,E01003331,15,0,0,1,2,1,6,5,957,85,155,7,23,267,34,244,1523,41,1,2
2021,Lewisham 033D,E01003332,21,0,0,0,2,6,7,6,973,120,138,2,16,267,63,251,1592,65,4,4
2021,Lewisham 035D,E01003333,21,0,0,0,0,2,10,9,934,122,167,3,14,220,61,206,1533,64,2,3
2021,Lewisham 033E,E01003334,14,0,1,0,2,2,2,7,991,127,170,6,27,358,103,331,1780,109,1,10
2021,Lewisham 035E,E01003335,23,0,0,1,2,11,4,5,909,147,166,5,14,204,58,190,1516,63,3,1
2021,Lewisham 010A,E01003336,5,0,0,0,0,0,1,4,990,79,83,4,18,326,44,308,1532,48,1,0
2021,Lewisham 010B,E01003337,7,0,0,0,2,1,1,3,967,88,76,1,4,248,45,244,1434,46,1,1
2021,Lewisham 006A,E01003338,17,0,0,0,3,3,2,9,1221,129,101,1,12,455,99,443,2027,100,1,3
2021,Lewisham 006B,E01003339,18,0,0,2,3,3,3,7,1019,112,74,5,19,374,77,355,1689,82,4,6
2021,Lewisham 006C,E01003340,48,1,2,3,14,6,8,14,1085,125,127,7,24,551,123,527,2068,130,1,1
2021,Lewisham 006D,E01003341,25,0,0,0,0,8,6,11,832,146,85,9,22,198,79,176,1383,88,4,5
2021,Lewisham 010C,E01003342,27,0,0,4,5,2,6,10,961,138,85,8,25,347,124,322,1701,132,1,10
2021,Lewisham 006E,E01003343,28,0,0,2,5,2,7,12,838,93,113,7,40,267,88,227,1449,95,8,7
2021,Lewisham 010D,E01003344,24,0,2,0,2,2,3,15,1041,125,103,4,30,279,93,249,1674,97,3,2
2021,Lewisham 010E,E01003345,25,0,0,1,6,1,6,11,1207,157,119,11,22,336,97,314,1960,108,2,6
2021,Lewisham 026A,E01003346,11,0,0,2,5,0,0,4,1018,144,215,1,17,233,38,216,1670,39,10,0
2021,Lewisham 030A,E01003347,5,0,0,0,1,2,0,2,1201,86,135,2,2,260,61,258,1750,63,0,0
2021,Lewisham 030B,E01003348,2,0,0,0,1,0,0,1,1182,88,133,3,13,322,56,309,1788,59,0,2
2021,Lewisham 026B,E01003349,3,0,0,0,1,1,0,1,903,144,153,1,8,295,42,287,1545,43,0,4
2021,Lewisham 030C,E01003350,5,0,0,0,0,0,3,2,864,58,85,1,15,273,35,258,1322,36,0,1
2021,Lewisham 026C,E01003351,5,0,0,0,0,1,1,3,1043,109,210,0,17,289,30,272,1691,30,2,3
2021,Lewisham 030D,E01003352,6,0,1,0,0,2,1,2,1527,107,183,1,9,377,79,368,2291,80,4,7
2021,Lewisham 030E,E01003353,1,0,0,0,0,0,0,1,1134,122,162,3,13,300,63,287,1785,66,0,0
2021,Lewisham 026D,E01003354,6,0,0,0,1,0,0,5,1229,137,132,8,29,461,79,432,2056,87,1,3
2021,Merton 009A,E01003355,41,0,0,2,7,6,8,18,862,140,107,5,34,474,127,440,1769,132,4,9
2021,Merton 009B,E01003356,33,0,0,1,9,9,10,4,955,181,111,17,36,418,114,382,1836,131,4,3
2021,Merton 012A,E01003357,18,0,0,5,4,4,1,4,1110,131,133,0,21,393,82,372,1869,82,2,0
2021,Merton 009C,E01003358,22,0,0,5,4,4,5,4,859,159,112,6,22,502,120,480,1790,126,5,5
2021,Merton 006A,E01003359,20,0,1,4,2,2,3,8,965,155,146,2,34,373,70,339,1746,72,5,10
2021,Merton 006B,E01003360,34,0,0,2,13,3,8,8,917,170,127,4,30,408,111,378,1789,115,10,8
2021,Merton 015A,E01003361,17,0,0,0,2,4,3,8,927,112,180,0,34,347,83,313,1673,83,2,5
2021,Merton 021A,E01003362,18,0,0,2,7,3,3,3,824,127,156,9,31,197,49,166,1385,58,2,3
2021,Merton 021B,E01003363,8,0,0,1,2,1,0,4,951,155,253,4,30,230,86,200,1703,90,7,9
2021,Merton 021C,E01003364,17,0,0,2,1,4,3,7,970,169,260,3,29,298,93,269,1820,96,5,5
2021,Merton 021D,E01003365,10,0,0,1,1,4,1,3,786,135,193,3,35,303,56,268,1486,59,0,0
2021,Merton 016A,E01003366,11,0,0,0,0,3,2,6,827,118,185,2,22,499,88,477,1737,90,1,6
