date,geography,geography code,Length of residence in the UK: 10 years or more,"Length of residence in the UK: 2 years or more, but less than 5 years","Length of residence in the UK: 5 years or more, but less than 10 years",Length of residence in the UK: Born in the UK,Length of residence in the UK: Less than 2 years,Length of residence in the UK: Total: All usual residents
2021,Kensington and Chelsea 009B,E01002866,686,121,116,755,155,1833
2021,Kensington and Chelsea 009C,E01002867,569,162,148,652,146,1677
2021,Kensington and Chelsea 009D,E01002868,373,112,116,643,111,1355
2021,Kensington and Chelsea 009E,E01002869,491,204,222,670,154,1741
2021,Kensington and Chelsea 005A,E01002870,581,40,61,854,57,1593
2021,Kensington and Chelsea 007B,E01002871,344,116,93,805,105,1463
2021,Kensington and Chelsea 005B,E01002872,427,33,62,779,48,1349
2021,Kensington and Chelsea 007C,E01002873,325,87,87,775,86,1360
2021,Kensington and Chelsea 007D,E01002874,281,69,72,654,60,1136
2021,Kensington and Chelsea 007E,E01002875,350,64,111,677,59,1261
2021,Kensington and Chelsea 003A,E01002876,409,90,88,1179,65,1831
2021,Kensington and Chelsea 003B,E01002877,674,41,83,1272,115,2185
2021,Kensington and Chelsea 003C,E01002878,409,103,77,790,68,1447
2021,Kensington and Chelsea 005C,E01002879,592,60,81,1172,39,1944
2021,Kensington and Chelsea 005D,E01002880,388,58,51,624,23,1144
2021,Kensington and Chelsea 005E,E01002881,429,40,50,812,30,1361
2021,Kensington and Chelsea 006A,E01002882,272,76,93,540,66,1047
2021,Kensington and Chelsea 006B,E01002883,312,162,123,706,173,1476
2021,Kensington and Chelsea 006C,E01002884,328,181,138,506,232,1385
2021,Kensington and Chelsea 006D,E01002885,291,141,175,529,185,1321
2021,Kensington and Chelsea 006E,E01002886,372,106,97,637,107,1319
2021,Kensington and Chelsea 010A,E01002887,276,132,115,342,179,1044
2021,Kensington and Chelsea 013E,E01002888,389,201,178,467,328,1563
2021,Kensington and Chelsea 010B,E01002889,613,105,296,362,182,1558
2021,Kensington and Chelsea 010C,E01002890,406,91,180,588,133,1398
2021,Kensington and Chelsea 010D,E01002891,312,173,113,407,181,1186
2021,Kensington and Chelsea 010E,E01002892,319,159,122,464,227,1291
2021,Kensington and Chelsea 017C,E01002893,445,145,164,666,156,1576
2021,Kensington and Chelsea 017D,E01002894,333,141,169,499,177,1319
2021,Kensington and Chelsea 020C,E01002896,462,138,179,669,137,1585
2021,Kensington and Chelsea 020D,E01002897,357,124,167,715,128,1491
2021,Kensington and Chelsea 017E,E01002898,550,135,323,513,146,1667
2021,Kensington and Chelsea 018A,E01002899,304,94,97,669,84,1248
2021,Kensington and Chelsea 018B,E01002900,475,88,241,821,68,1693
2021,Kensington and Chelsea 018C,E01002901,241,67,64,614,56,1042
2021,Kensington and Chelsea 018D,E01002902,360,112,128,507,120,1227
2021,Kensington and Chelsea 018E,E01002903,320,82,105,685,84,1276
2021,Kensington and Chelsea 002A,E01002904,411,15,25,816,27,1294
2021,Kensington and Chelsea 002B,E01002905,595,37,108,898,36,1674
2021,Kensington and Chelsea 002C,E01002906,451,71,87,1088,54,1751
2021,Kensington and Chelsea 002D,E01002907,397,10,28,834,16,1285
2021,Kensington and Chelsea 003D,E01002908,346,62,85,860,41,1394
2021,Kensington and Chelsea 003E,E01002909,505,72,112,1336,109,2134
2021,Kensington and Chelsea 019C,E01002910,385,99,112,648,125,1369
2021,Kensington and Chelsea 019D,E01002911,321,105,125,621,113,1285
2021,Kensington and Chelsea 020E,E01002912,351,169,109,676,176,1481
2021,Kensington and Chelsea 021E,E01002913,542,130,151,821,118,1762
2021,Kensington and Chelsea 019E,E01002914,286,133,124,570,81,1194
2021,Kingston upon Thames 014A,E01002915,359,37,55,914,29,1394
2021,Kingston upon Thames 014B,E01002916,289,20,56,1080,33,1478
2021,Kingston upon Thames 014C,E01002917,280,41,33,1054,21,1429
2021,Kingston upon Thames 017A,E01002918,460,29,100,1174,28,1791
2021,Kingston upon Thames 017B,E01002919,549,128,155,1086,72,1990
2021,Kingston upon Thames 014D,E01002920,278,28,41,1218,31,1596
2021,Kingston upon Thames 011A,E01002921,318,144,167,1004,94,1727
2021,Kingston upon Thames 010A,E01002922,264,50,56,1252,16,1638
2021,Kingston upon Thames 013A,E01002923,323,95,86,1115,53,1672
2021,Kingston upon Thames 014E,E01002924,213,10,29,1288,7,1547
2021,Kingston upon Thames 013B,E01002925,244,56,80,1156,35,1571
2021,Kingston upon Thames 010B,E01002926,264,41,59,1222,16,1602
2021,Kingston upon Thames 008A,E01002927,424,55,93,1071,38,1681
2021,Kingston upon Thames 008B,E01002928,501,89,120,1173,64,1947
2021,Kingston upon Thames 007A,E01002929,303,42,83,1232,36,1696
2021,Kingston upon Thames 007B,E01002930,487,108,150,1118,104,1967
2021,Kingston upon Thames 007C,E01002931,456,76,80,1350,49,2011
2021,Kingston upon Thames 006A,E01002932,476,96,122,1248,103,2045
2021,Kingston upon Thames 004A,E01002933,339,82,76,1511,31,2039
2021,Kingston upon Thames 004B,E01002934,301,58,83,1388,69,1899
2021,Kingston upon Thames 003A,E01002935,390,133,176,1098,101,1898
2021,Kingston upon Thames 004D,E01002937,293,51,52,1380,49,1825
2021,Kingston upon Thames 003B,E01002938,294,45,66,1523,73,2001
2021,Kingston upon Thames 018A,E01002939,278,43,69,1220,36,1646
2021,Kingston upon Thames 020A,E01002940,252,22,60,1321,18,1673
2021,Kingston upon Thames 018B,E01002941,260,38,66,1242,45,1651
2021,Kingston upon Thames 018C,E01002942,161,20,27,1186,7,1401
2021,Kingston upon Thames 020B,E01002943,243,22,69,1134,8,1476
2021,Kingston upon Thames 019A,E01002944,193,16,50,1069,5,1333
2021,Kingston upon Thames 019B,E01002945,193,40,60,1273,7,1573
2021,Kingston upon Thames 019C,E01002946,199,21,34,1240,15,1509
2021,Kingston upon Thames 019D,E01002947,212,28,54,1325,26,1645
2021,Kingston upon Thames 020C,E01002948,351,62,94,1669,35,2211
2021,Kingston upon Thames 020D,E01002949,265,39,51,1478,16,1849
2021,Kingston upon Thames 020E,E01002950,266,24,47,1303,14,1654
2021,Kingston upon Thames 003C,E01002951,329,92,112,888,83,1504
2021,Kingston upon Thames 002A,E01002952,417,84,87,726,80,1394
2021,Kingston upon Thames 002B,E01002953,387,77,66,719,83,1332
2021,Kingston upon Thames 003D,E01002954,352,134,129,679,77,1371
2021,Kingston upon Thames 002C,E01002955,475,68,99,804,55,1501
2021,Kingston upon Thames 002D,E01002956,425,42,81,770,73,1391
2021,Kingston upon Thames 003E,E01002957,431,82,99,870,104,1586
2021,Kingston upon Thames 008C,E01002958,313,54,65,1276,30,1738
2021,Kingston upon Thames 002E,E01002959,384,43,49,853,61,1390
2021,Kingston upon Thames 006B,E01002960,440,86,73,938,54,1591
2021,Kingston upon Thames 008D,E01002961,462,31,68,1134,58,1753
2021,Kingston upon Thames 006C,E01002962,478,44,56,996,37,1611
2021,Kingston upon Thames 007D,E01002963,438,124,177,1031,76,1846
2021,Kingston upon Thames 005A,E01002964,428,156,175,1590,164,2513
2021,Kingston upon Thames 009A,E01002965,445,188,227,1487,174,2521
2021,Kingston upon Thames 010C,E01002966,300,59,101,1487,36,1983
2021,Kingston upon Thames 009B,E01002967,362,82,136,1202,77,1859
2021,Kingston upon Thames 009C,E01002968,534,228,229,1548,369,2908
2021,Kingston upon Thames 005B,E01002969,486,80,117,1076,131,1890
2021,Kingston upon Thames 006D,E01002970,412,126,124,1060,87,1809
2021,Kingston upon Thames 005C,E01002971,332,80,125,1206,57,1800
2021,Kingston upon Thames 005D,E01002972,386,173,184,1179,126,2048
2021,Kingston upon Thames 006E,E01002973,433,56,124,913,53,1579
2021,Kingston upon Thames 005E,E01002974,434,82,100,1341,101,2058
2021,Kingston upon Thames 012A,E01002975,484,35,79,847,43,1488
2021,Kingston upon Thames 015A,E01002976,298,25,73,1303,13,1712
2021,Kingston upon Thames 012B,E01002977,397,43,83,1126,47,1696
2021,Kingston upon Thames 015B,E01002978,423,36,77,1280,42,1858
2021,Kingston upon Thames 015C,E01002979,292,39,39,1129,29,1528
2021,Kingston upon Thames 012C,E01002980,405,48,55,862,37,1407
2021,Kingston upon Thames 012D,E01002981,461,64,44,1009,24,1602
2021,Kingston upon Thames 015D,E01002982,459,36,63,903,24,1485
2021,Kingston upon Thames 015E,E01002983,431,50,56,1099,33,1669
2021,Kingston upon Thames 012E,E01002984,419,52,103,798,58,1430
2021,Kingston upon Thames 007E,E01002985,600,70,135,862,56,1723
2021,Kingston upon Thames 008E,E01002986,371,45,46,873,35,1370
2021,Kingston upon Thames 011B,E01002987,416,138,184,1074,83,1895
2021,Kingston upon Thames 011C,E01002988,268,64,71,1121,154,1678
2021,Kingston upon Thames 011D,E01002989,268,86,114,1388,44,1900
2021,Kingston upon Thames 009D,E01002990,285,90,162,1094,77,1708
2021,Kingston upon Thames 009E,E01002991,271,86,96,1064,47,1564
2021,Kingston upon Thames 010D,E01002992,231,69,78,1069,121,1568
2021,Kingston upon Thames 013C,E01002993,263,120,124,1008,61,1576
2021,Kingston upon Thames 016A,E01002994,272,59,50,1092,34,1507
2021,Kingston upon Thames 013D,E01002995,305,47,70,1143,34,1599
2021,Kingston upon Thames 016B,E01002996,228,52,89,1142,35,1546
2021,Kingston upon Thames 016C,E01002997,210,35,59,1187,29,1520
2021,Kingston upon Thames 016D,E01002998,279,33,64,1195,41,1612
2021,Kingston upon Thames 013E,E01002999,266,107,157,942,61,1533
2021,Kingston upon Thames 017C,E01003000,465,57,110,1208,29,1869
2021,Kingston upon Thames 017D,E01003001,547,60,99,1177,35,1918
2021,Kingston upon Thames 016E,E01003002,344,58,109,1362,34,1907
2021,Kingston upon Thames 017E,E01003003,411,93,128,1011,86,1729
2021,Kingston upon Thames 018D,E01003004,339,43,77,1137,48,1644
2021,Kingston upon Thames 018E,E01003005,237,18,34,1237,15,1541
2021,Kingston upon Thames 001A,E01003006,375,87,126,893,42,1523
2021,Kingston upon Thames 001B,E01003007,363,47,92,1051,72,1625
2021,Kingston upon Thames 001C,E01003008,319,35,69,1001,26,1450
2021,Kingston upon Thames 001D,E01003009,422,68,88,1443,35,2056
2021,Kingston upon Thames 001E,E01003010,240,46,51,1076,29,1442
2021,Kingston upon Thames 004E,E01003011,326,62,93,1151,61,1693
2021,Lambeth 036A,E01003013,252,220,175,602,698,1947
2021,Lambeth 036B,E01003014,359,81,92,860,112,1504
2021,Lambeth 002A,E01003015,475,71,92,1019,61,1718
2021,Lambeth 036C,E01003016,230,68,56,645,204,1203
2021,Lambeth 036D,E01003017,337,71,86,1025,112,1631
2021,Lambeth 020A,E01003018,372,127,126,1318,74,2017
2021,Lambeth 015A,E01003019,330,94,112,1440,60,2036
2021,Lambeth 016A,E01003020,369,66,104,1231,51,1821
2021,Lambeth 021A,E01003021,464,74,80,1478,58,2154
2021,Lambeth 021B,E01003022,356,79,79,1065,40,1619
2021,Lambeth 021C,E01003023,545,168,227,1543,111,2594
2021,Lambeth 021D,E01003024,514,98,120,1049,60,1841
2021,Lambeth 021E,E01003025,521,81,118,1275,51,2046
2021,Lambeth 019A,E01003026,234,75,80,1055,57,1501
2021,Lambeth 019B,E01003027,227,49,64,1013,40,1393
2021,Lambeth 019C,E01003028,298,71,69,999,45,1482
2021,Lambeth 017A,E01003029,331,117,146,1156,77,1827
2021,Lambeth 019D,E01003030,247,103,110,1170,91,1721
2021,Lambeth 023A,E01003031,329,77,95,1005,65,1571
2021,Lambeth 017B,E01003032,435,75,120,1016,73,1719
2021,Lambeth 019E,E01003033,263,53,66,1177,59,1618
2021,Lambeth 012A,E01003034,357,80,102,1049,54,1642
2021,Lambeth 012B,E01003035,302,114,113,1059,99,1687
2021,Lambeth 012C,E01003036,329,158,59,1135,76,1757
2021,Lambeth 013A,E01003037,351,61,67,920,46,1445
2021,Lambeth 013B,E01003038,278,84,91,1194,55,1702
2021,Lambeth 013C,E01003039,298,114,153,1375,102,2042
2021,Lambeth 013D,E01003040,233,52,70,837,53,1245
2021,Lambeth 017C,E01003041,400,55,74,943,45,1517
2021,Lambeth 013E,E01003042,234,82,72,667,54,1109
2021,Lambeth 018A,E01003043,367,60,52,1113,25,1617
2021,Lambeth 018B,E01003044,432,29,66,867,18,1412
2021,Lambeth 011A,E01003045,774,55,57,1069,36,1991
2021,Lambeth 009A,E01003046,519,52,91,944,73,1679
2021,Lambeth 011B,E01003047,448,141,106,1025,69,1789
2021,Lambeth 009B,E01003048,651,87,85,1031,59,1913
2021,Lambeth 011C,E01003049,485,115,115,991,62,1768
2021,Lambeth 016B,E01003050,290,79,87,1080,44,1580
2021,Lambeth 018C,E01003051,456,120,141,1314,68,2099
2021,Lambeth 016C,E01003052,773,61,97,1235,60,2226
2021,Lambeth 015B,E01003053,294,109,131,1085,55,1674
2021,Lambeth 015C,E01003054,295,143,146,1465,142,2191
2021,Lambeth 016D,E01003055,351,70,86,1041,52,1600
2021,Lambeth 015D,E01003056,348,78,109,1115,60,1710
2021,Lambeth 017D,E01003057,364,72,69,1127,73,1705
2021,Lambeth 015E,E01003058,389,97,101,1323,69,1979
2021,Lambeth 011D,E01003059,714,146,151,1127,75,2213
2021,Lambeth 011E,E01003060,564,79,104,893,54,1694
2021,Lambeth 011F,E01003061,390,101,131,654,53,1329
2021,Lambeth 033A,E01003062,318,67,91,1311,47,1834
2021,Lambeth 033B,E01003063,348,37,61,889,28,1363
2021,Lambeth 028A,E01003064,245,38,81,1073,26,1463
2021,Lambeth 031A,E01003065,360,40,52,1193,28,1673
2021,Lambeth 028B,E01003066,512,81,99,1141,56,1889
2021,Lambeth 033C,E01003067,279,34,89,1116,37,1555
2021,Lambeth 031B,E01003068,332,21,54,1138,30,1575
2021,Lambeth 033D,E01003069,270,16,45,1013,24,1368
2021,Lambeth 033E,E01003070,376,33,80,1037,22,1548
2021,Lambeth 018D,E01003071,425,76,92,1658,75,2326
2021,Lambeth 014A,E01003072,380,45,61,1222,27,1735
2021,Lambeth 014B,E01003073,296,47,47,1182,27,1599
2021,Lambeth 018E,E01003074,446,123,98,1646,45,2358
2021,Lambeth 009C,E01003075,534,45,89,995,52,1715
2021,Lambeth 014C,E01003076,604,177,199,1595,126,2701
2021,Lambeth 014D,E01003077,344,136,149,1154,76,1859
2021,Lambeth 014E,E01003078,297,27,67,1212,24,1627
2021,Lambeth 027A,E01003079,431,49,101,1050,50,1681
2021,Lambeth 027B,E01003080,354,75,86,1121,42,1678
2021,Lambeth 028C,E01003081,385,82,164,1180,47,1858
2021,Lambeth 031C,E01003082,349,27,54,924,21,1375
2021,Lambeth 030A,E01003083,367,38,57,1051,28,1541
2021,Lambeth 030B,E01003084,261,86,61,1061,35,1504
2021,Lambeth 030C,E01003085,371,47,60,1278,37,1793
2021,Lambeth 031D,E01003086,375,28,46,1089,19,1557
2021,Lambeth 031E,E01003087,455,68,107,963,51,1644
2021,Lambeth 010A,E01003088,382,80,111,954,60,1587
2021,Lambeth 008A,E01003089,582,130,196,955,72,1935
2021,Lambeth 012D,E01003090,481,153,155,1490,108,2387
2021,Lambeth 008B,E01003091,460,83,106,1022,40,1711
2021,Lambeth 008C,E01003092,640,112,169,1343,87,2351
2021,Lambeth 010B,E01003093,730,76,138,1292,61,2297
2021,Lambeth 010C,E01003094,330,68,70,968,46,1482
2021,Lambeth 012E,E01003095,293,80,96,1118,55,1642
2021,Lambeth 010D,E01003096,385,128,118,1309,153,2093
2021,Lambeth 006A,E01003097,421,84,104,886,63,1558
2021,Lambeth 005A,E01003098,359,71,75,937,43,1485
2021,Lambeth 005B,E01003099,469,89,120,947,76,1701
2021,Lambeth 005C,E01003100,299,193,196,1188,138,2014
2021,Lambeth 003A,E01003101,385,68,92,836,52,1433
2021,Lambeth 004A,E01003102,400,129,116,940,119,1704
2021,Lambeth 004C,E01003104,456,73,178,946,81,1734
2021,Lambeth 003B,E01003105,496,70,88,976,76,1706
2021,Lambeth 003C,E01003106,524,85,96,1386,43,2134
2021,Lambeth 003D,E01003107,362,102,110,1208,69,1851
2021,Lambeth 002B,E01003108,468,63,96,878,49,1554
2021,Lambeth 002C,E01003110,407,97,127,1350,69,2050
2021,Lambeth 002D,E01003111,644,67,112,1082,75,1980
2021,Lambeth 002E,E01003112,482,81,114,1029,90,1796
2021,Lambeth 032A,E01003113,388,120,151,1076,61,1796
2021,Lambeth 032B,E01003114,583,97,202,1498,44,2424
2021,Lambeth 034A,E01003115,356,107,112,990,54,1619
2021,Lambeth 029A,E01003116,372,53,67,1262,31,1785
2021,Lambeth 029B,E01003117,368,78,177,1147,81,1851
2021,Lambeth 029C,E01003118,396,121,151,1162,33,1863
2021,Lambeth 032C,E01003119,421,146,250,1157,95,2069
2021,Lambeth 032D,E01003120,610,219,296,1176,110,2411
2021,Lambeth 006B,E01003121,526,50,73,877,43,1569
2021,Lambeth 004D,E01003122,493,120,160,1053,79,1905
2021,Lambeth 006C,E01003123,335,120,101,970,68,1594
2021,Lambeth 006D,E01003124,431,66,98,711,46,1352
2021,Lambeth 006E,E01003125,591,132,99,890,70,1782
2021,Lambeth 008D,E01003126,506,102,140,839,79,1666
2021,Lambeth 010E,E01003127,575,96,155,1192,74,2092
2021,Lambeth 008E,E01003128,532,59,110,885,54,1640
2021,Lambeth 004E,E01003129,468,130,145,983,73,1799
2021,Lambeth 026A,E01003130,448,91,180,1075,72,1866
2021,Lambeth 026B,E01003131,447,115,182,1357,48,2149
2021,Lambeth 024A,E01003132,415,41,91,863,40,1450
2021,Lambeth 027C,E01003133,329,104,116,1046,62,1657
2021,Lambeth 027D,E01003134,334,49,65,1088,60,1596
2021,Lambeth 026C,E01003135,456,68,93,1244,69,1930
2021,Lambeth 022A,E01003136,408,90,127,972,63,1660
2021,Lambeth 022B,E01003137,440,101,115,844,81,1581
2021,Lambeth 026D,E01003138,248,80,74,1036,39,1477
2021,Lambeth 035A,E01003139,461,86,140,755,87,1529
2021,Lambeth 035B,E01003140,480,88,91,791,55,1505
2021,Lambeth 034B,E01003141,493,85,136,1054,76,1844
2021,Lambeth 035C,E01003142,432,55,142,697,46,1372
2021,Lambeth 035D,E01003143,443,94,100,822,39,1498
2021,Lambeth 034C,E01003144,330,23,69,1111,13,1546
2021,Lambeth 034D,E01003145,390,99,190,912,62,1653
2021,Lambeth 035E,E01003146,425,91,140,947,46,1649
2021,Lambeth 034E,E01003147,498,174,138,1173,89,2072
2021,Lambeth 032E,E01003148,373,70,129,1238,27,1837
2021,Lambeth 030D,E01003149,446,62,107,1085,56,1756
2021,Lambeth 032F,E01003150,455,121,185,1088,94,1943
2021,Lambeth 026E,E01003151,535,80,122,1163,53,1953
2021,Lambeth 027E,E01003152,409,88,127,1221,60,1905
2021,Lambeth 029D,E01003153,452,157,280,1203,81,2173
2021,Lambeth 030E,E01003154,479,75,95,1295,53,1997
2021,Lambeth 029E,E01003155,438,95,117,1151,27,1828
2021,Lambeth 023B,E01003156,287,54,63,1164,29,1597
2021,Lambeth 023C,E01003157,238,40,58,1218,28,1582
2021,Lambeth 023D,E01003158,226,67,59,1237,35,1624
2021,Lambeth 022C,E01003159,485,115,118,997,59,1774
2021,Lambeth 022D,E01003160,504,99,142,661,46,1452
2021,Lambeth 023E,E01003161,270,52,58,900,37,1317
2021,Lambeth 022E,E01003162,652,87,125,924,72,1860
2021,Lambeth 023F,E01003163,397,44,52,1065,42,1600
2021,Lambeth 025A,E01003164,495,129,166,1387,71,2248
2021,Lambeth 025B,E01003165,350,37,57,1170,28,1642
2021,Lambeth 028D,E01003166,546,141,176,1589,114,2566
2021,Lambeth 028E,E01003167,291,26,68,1335,39,1759
2021,Lambeth 025C,E01003168,330,60,32,1208,27,1657
2021,Lambeth 025D,E01003169,504,115,107,1578,49,2353
2021,Lambeth 025E,E01003170,338,44,53,1439,33,1907
2021,Lambeth 020B,E01003171,353,64,74,1110,44,1645
2021,Lambeth 024B,E01003172,511,68,92,1238,33,1942
2021,Lambeth 020C,E01003173,275,131,120,1041,66,1633
2021,Lambeth 024C,E01003174,619,96,134,1139,51,2039
2021,Lambeth 024D,E01003175,420,29,49,1051,27,1576
2021,Lambeth 016E,E01003176,568,97,126,1075,64,1930
2021,Lambeth 020D,E01003177,350,83,101,1007,63,1604
2021,Lambeth 020E,E01003178,242,70,72,1086,31,1501
2021,Lambeth 024E,E01003179,594,60,112,792,61,1619
2021,Lambeth 005D,E01003180,377,78,71,997,77,1600
2021,Lambeth 007A,E01003181,417,66,78,910,51,1522
2021,Lambeth 009D,E01003182,441,64,106,1131,44,1786
2021,Lambeth 005E,E01003183,479,59,63,962,41,1604
2021,Lambeth 007B,E01003184,422,56,86,786,73,1423
2021,Lambeth 007C,E01003185,405,111,156,1078,179,1929
2021,Lambeth 007D,E01003186,456,127,173,1597,87,2440
2021,Lambeth 007E,E01003187,599,54,145,1468,51,2317
2021,Lambeth 009E,E01003188,395,32,54,744,42,1267
2021,Lewisham 034A,E01003189,441,32,46,1219,29,1767
2021,Lewisham 034B,E01003190,660,87,153,1383,36,2319
2021,Lewisham 034C,E01003191,410,56,88,1066,40,1660
2021,Lewisham 034D,E01003192,433,94,127,1112,22,1788
2021,Lewisham 029A,E01003193,389,41,55,1292,22,1799
2021,Lewisham 029B,E01003194,410,72,139,1111,37,1769
2021,Lewisham 029C,E01003195,337,40,54,1032,23,1486
2021,Lewisham 029D,E01003196,472,45,87,1135,24,1763
2021,Lewisham 029E,E01003197,400,45,58,1131,24,1658
2021,Lewisham 009A,E01003198,267,62,86,1058,24,1497
2021,Lewisham 007A,E01003199,367,89,128,1318,66,1968
2021,Lewisham 009B,E01003200,206,36,82,1115,36,1475
2021,Lewisham 007B,E01003201,336,62,80,1158,44,1680
2021,Lewisham 009C,E01003202,269,42,65,1156,26,1558
2021,Lewisham 009D,E01003203,428,105,163,1194,76,1966
2021,Lewisham 007C,E01003204,338,68,105,1028,73,1612
2021,Lewisham 007D,E01003205,368,47,83,835,57,1390
2021,Lewisham 007E,E01003206,235,38,79,1032,25,1409
2021,Lewisham 005A,E01003207,635,117,192,1249,140,2333
2021,Lewisham 005B,E01003209,393,75,111,1208,109,1896
2021,Lewisham 005C,E01003210,385,80,118,1149,43,1775
2021,Lewisham 008B,E01003211,297,70,105,1058,26,1556
2021,Lewisham 005D,E01003212,407,52,115,1381,55,2010
2021,Lewisham 008C,E01003213,385,77,104,1348,49,1963
2021,Lewisham 008D,E01003214,389,60,85,1198,48,1780
2021,Lewisham 005E,E01003215,364,103,119,1117,187,1890
2021,Lewisham 025A,E01003216,380,54,89,1099,50,1672
2021,Lewisham 022A,E01003217,476,73,138,1183,59,1929
2021,Lewisham 022B,E01003218,320,30,59,1124,15,1548
2021,Lewisham 025B,E01003219,496,32,48,1129,20,1725
2021,Lewisham 022C,E01003220,394,76,92,1081,25,1668
2021,Lewisham 025C,E01003221,525,72,114,1395,54,2160
2021,Lewisham 022D,E01003222,390,35,74,1047,27,1573
2021,Lewisham 025D,E01003223,441,33,79,1063,39,1655
2021,Lewisham 022E,E01003224,416,46,83,1156,30,1731
2021,Lewisham 015A,E01003225,291,34,35,1223,12,1595
2021,Lewisham 019A,E01003226,345,57,92,1300,44,1838
2021,Lewisham 019B,E01003227,276,31,53,1260,17,1637
2021,Lewisham 019C,E01003228,225,27,61,1250,15,1578
2021,Lewisham 019D,E01003229,378,55,87,1132,36,1688
2021,Lewisham 019E,E01003230,404,66,110,1394,23,1997
2021,Lewisham 015B,E01003231,296,71,87,1070,27,1551
2021,Lewisham 015C,E01003232,319,43,67,1255,18,1702
2021,Lewisham 015D,E01003233,362,46,79,1321,29,1837
2021,Lewisham 038A,E01003235,275,36,85,1006,19,1421
2021,Lewisham 037A,E01003236,383,78,122,1049,58,1690
2021,Lewisham 037B,E01003237,347,63,87,1144,47,1688
2021,Lewisham 037C,E01003238,300,31,100,1028,17,1476
2021,Lewisham 037D,E01003239,321,56,69,1103,64,1613
2021,Lewisham 038B,E01003240,460,53,116,1326,42,1997
2021,Lewisham 038C,E01003241,446,49,65,998,31,1589
2021,Lewisham 038D,E01003243,354,57,94,965,39,1509
2021,Lewisham 001A,E01003244,562,111,124,1024,82,1903
2021,Lewisham 001B,E01003245,572,71,72,1243,35,1993
2021,Lewisham 002A,E01003246,559,123,174,1493,64,2413
2021,Lewisham 001C,E01003247,441,212,259,1051,141,2104
2021,Lewisham 002B,E01003248,546,78,120,849,48,1641
2021,Lewisham 001D,E01003249,593,100,167,1136,62,2058
2021,Lewisham 002C,E01003251,565,80,99,926,64,1734
2021,Lewisham 002D,E01003252,545,31,96,875,34,1581
2021,Lewisham 002E,E01003253,397,74,79,800,72,1422
2021,Lewisham 021A,E01003254,281,34,46,1067,10,1438
2021,Lewisham 021B,E01003255,352,70,132,1359,77,1990
2021,Lewisham 028A,E01003256,442,71,129,1458,32,2132
2021,Lewisham 028B,E01003257,378,35,57,1116,18,1604
2021,Lewisham 028C,E01003258,415,31,125,958,20,1549
2021,Lewisham 028D,E01003259,386,74,99,1159,34,1752
2021,Lewisham 021C,E01003260,339,39,59,1198,26,1661
2021,Lewisham 021D,E01003261,265,27,42,1176,13,1523
2021,Lewisham 021E,E01003262,287,34,57,1106,40,1524
2021,Lewisham 023A,E01003263,356,76,118,1200,52,1802
2021,Lewisham 031A,E01003264,399,49,97,1056,45,1646
2021,Lewisham 031B,E01003265,363,79,120,1022,62,1646
2021,Lewisham 031C,E01003266,437,44,89,1125,27,1722
2021,Lewisham 031D,E01003267,337,43,63,1286,28,1757
2021,Lewisham 023B,E01003268,405,51,82,1280,33,1851
2021,Lewisham 023C,E01003269,328,43,88,1115,29,1603
2021,Lewisham 023D,E01003270,331,56,108,1121,29,1645
2021,Lewisham 023E,E01003271,289,51,69,1193,23,1625
2021,Lewisham 014A,E01003272,359,100,85,1423,27,1994
2021,Lewisham 011A,E01003273,336,43,56,1045,27,1507
2021,Lewisham 014B,E01003274,336,54,104,1074,22,1590
2021,Lewisham 014C,E01003275,439,36,59,1133,31,1698
2021,Lewisham 014D,E01003276,365,55,53,1409,25,1907
2021,Lewisham 011B,E01003277,334,56,101,1145,38,1674
2021,Lewisham 011C,E01003278,459,89,229,1206,102,2085
2021,Lewisham 011D,E01003279,264,54,73,1102,36,1529
2021,Lewisham 016A,E01003280,383,76,87,1066,33,1645
2021,Lewisham 016B,E01003281,259,26,39,1146,23,1493
2021,Lewisham 013A,E01003282,546,142,265,1418,43,2414
2021,Lewisham 013B,E01003283,297,71,103,1593,64,2128
2021,Lewisham 013C,E01003284,375,46,84,1341,30,1876
2021,Lewisham 016C,E01003285,339,79,163,1138,32,1751
2021,Lewisham 013D,E01003286,444,43,83,1153,13,1736
2021,Lewisham 016D,E01003287,299,60,79,1508,24,1970
2021,Lewisham 041A,E01003288,561,119,171,1210,97,2158
2021,Lewisham 041E,E01003290,393,126,142,1173,76,1910
2021,Lewisham 041D,E01003291,425,42,55,995,26,1543
2021,Lewisham 017A,E01003292,389,82,148,1125,48,1792
2021,Lewisham 017B,E01003293,343,107,110,921,89,1570
2021,Lewisham 017D,E01003295,392,69,114,1174,37,1786
2021,Lewisham 003A,E01003297,455,175,259,699,112,1700
2021,Lewisham 039A,E01003298,407,40,75,729,29,1280
2021,Lewisham 003B,E01003299,350,105,102,1170,63,1790
2021,Lewisham 039B,E01003300,502,46,88,808,43,1487
2021,Lewisham 003C,E01003301,663,172,236,1388,173,2632
2021,Lewisham 003D,E01003302,523,89,170,997,88,1867
2021,Lewisham 039C,E01003303,485,97,137,855,145,1719
2021,Lewisham 039D,E01003304,575,152,212,1231,76,2246
2021,Lewisham 003E,E01003305,583,58,139,1477,35,2292
2021,Lewisham 024A,E01003307,328,26,36,1194,15,1599
2021,Lewisham 024B,E01003308,357,40,86,1277,29,1789
2021,Lewisham 027A,E01003309,370,65,73,1084,28,1620
