lsoa21cd,lsoa21nm,borough_code,borough_name,ward25cd,ward25nm,icb_code,neighbourhood_id,neighbourhood_name,assignment_method,assignment_source_file,definition_group,manual_override,manual_override_detail
E01002173,Harrow 033D,E09000015,Harrow,E05013552,Kenton West,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002174,Harrow 033E,E09000015,Harrow,E05013552,Kenton West,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002175,Harrow 033F,E09000015,Harrow,E05013551,Kenton East,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002176,Harrow 033G,E09000015,Harrow,E05013552,Kenton West,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002177,Harrow 033H,E09000015,Harrow,E05013552,Kenton West,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002178,Harrow 033I,E09000015,Harrow,E05013552,Kenton West,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002179,Harrow 013A,E09000015,Harrow,E05013562,Wealdstone South,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002181,Harrow 020C,E09000015,Harrow,E05013553,Marlborough,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002182,Harrow 020D,E09000015,Harrow,E05013553,Marlborough,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002183,Harrow 013C,E09000015,Harrow,E05013562,Wealdstone South,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002184,Harrow 013D,E09000015,Harrow,E05013562,Wealdstone South,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002185,Harrow 009A,E09000015,Harrow,E05013555,Pinner,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002186,Harrow 009B,E09000015,Harrow,E05013555,Pinner,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002187,Harrow 009C,E09000015,Harrow,E05013555,Pinner,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002188,Harrow 016A,E09000015,Harrow,E05013555,Pinner,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002189,Harrow 016B,E09000015,Harrow,E05013555,Pinner,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002190,Harrow 009D,E09000015,Harrow,E05013555,Pinner,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002191,Harrow 022A,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002192,Harrow 016C,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002193,Harrow 016D,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002194,Harrow 022B,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002195,Harrow 022C,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002196,Harrow 022D,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002197,Harrow 012B,E09000015,Harrow,E05013544,Centenary,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002198,Harrow 010C,E09000015,Harrow,E05013545,Edgware,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002199,Harrow 012C,E09000015,Harrow,E05013544,Centenary,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002200,Harrow 010D,E09000015,Harrow,E05013544,Centenary,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002201,Harrow 012D,E09000015,Harrow,E05013544,Centenary,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002202,Harrow 012E,E09000015,Harrow,E05013551,Kenton East,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002203,Harrow 010E,E09000015,Harrow,E05013544,Centenary,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002204,Harrow 032A,E09000015,Harrow,E05013557,Rayners Lane,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002206,Harrow 032B,E09000015,Harrow,E05013557,Rayners Lane,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002207,Harrow 032C,E09000015,Harrow,E05013557,Rayners Lane,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002208,Harrow 025A,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002209,Harrow 025B,E09000015,Harrow,E05013556,Pinner South,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002210,Harrow 032D,E09000015,Harrow,E05013557,Rayners Lane,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002211,Harrow 028A,E09000015,Harrow,E05013558,Roxbourne,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002212,Harrow 028B,E09000015,Harrow,E05013558,Roxbourne,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002214,Harrow 031A,E09000015,Harrow,E05013558,Roxbourne,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002215,Harrow 031B,E09000015,Harrow,E05013558,Roxbourne,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002216,Harrow 028C,E09000015,Harrow,E05013557,Rayners Lane,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002217,Harrow 028D,E09000015,Harrow,E05013558,Roxbourne,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002218,Harrow 030A,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002219,Harrow 030B,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002220,Harrow 031C,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002221,Harrow 030C,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002222,Harrow 030D,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002223,Harrow 031D,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002224,Harrow 031E,E09000015,Harrow,E05013559,Roxeth,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002225,Harrow 001C,E09000015,Harrow,E05013560,Stanmore,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002226,Harrow 001D,E09000015,Harrow,E05013560,Stanmore,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002227,Harrow 003A,E09000015,Harrow,E05013560,Stanmore,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002228,Harrow 003B,E09000015,Harrow,E05013560,Stanmore,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002229,Harrow 003C,E09000015,Harrow,E05013560,Stanmore,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002230,Harrow 003D,E09000015,Harrow,E05013560,Stanmore,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002231,Harrow 013E,E09000015,Harrow,E05013561,Wealdstone North,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002232,Harrow 011A,E09000015,Harrow,E05013548,Harrow Weald,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002233,Harrow 011B,E09000015,Harrow,E05013561,Wealdstone North,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002234,Harrow 011C,E09000015,Harrow,E05013561,Wealdstone North,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002235,Harrow 011D,E09000015,Harrow,E05013561,Wealdstone North,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002236,Harrow 011E,E09000015,Harrow,E05013561,Wealdstone North,NWL,nwl__east,East,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002237,Harrow 024A,E09000015,Harrow,E05013563,West Harrow,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002238,Harrow 024B,E09000015,Harrow,E05013563,West Harrow,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002239,Harrow 025C,E09000015,Harrow,E05013554,North Harrow,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002240,Harrow 024C,E09000015,Harrow,E05013563,West Harrow,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002241,Harrow 025D,E09000015,Harrow,E05013563,West Harrow,NWL,nwl__central,Central,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002242,Harrow 024D,E09000015,Harrow,E05013554,North Harrow,NWL,nwl__west,West,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01002243,Havering 013A,E09000016,Havering,E05013983,St Edward's,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002244,Havering 011A,E09000016,Havering,E05013980,Rush Green & Crowlands,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002245,Havering 011B,E09000016,Havering,E05013983,St Edward's,NEL,nel__havering_havering_marshall,Havering Havering Marshall,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002246,Havering 017A,E09000016,Havering,E05013980,Rush Green & Crowlands,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002247,Havering 017B,E09000016,Havering,E05013980,Rush Green & Crowlands,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002248,Havering 017C,E09000016,Havering,E05013980,Rush Green & Crowlands,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002250,Havering 017E,E09000016,Havering,E05013980,Rush Green & Crowlands,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002251,Havering 017F,E09000016,Havering,E05013980,Rush Green & Crowlands,NEL,nel__havering_havering_crest,Havering Havering Crest,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002252,Havering 018A,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002253,Havering 019A,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002254,Havering 019B,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002255,Havering 022A,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002256,Havering 018B,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002257,Havering 019C,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002258,Havering 018C,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002259,Havering 018D,E09000016,Havering,E05013968,Cranham,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002260,Havering 026A,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002261,Havering 026B,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002262,Havering 026C,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002263,Havering 026D,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002264,Havering 026E,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002265,Havering 025A,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002266,Havering 027A,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002267,Havering 027B,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002268,Havering 010A,E09000016,Havering,E05013973,Harold Wood,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002269,Havering 010B,E09000016,Havering,E05013970,Emerson Park,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002270,Havering 015A,E09000016,Havering,E05013970,Emerson Park,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002271,Havering 015B,E09000016,Havering,E05013970,Emerson Park,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002272,Havering 014A,E09000016,Havering,E05013985,Squirrels Heath,NEL,nel__havering_havering_marshall,Havering Havering Marshall,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002273,Havering 015C,E09000016,Havering,E05013970,Emerson Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002274,Havering 014B,E09000016,Havering,E05013970,Emerson Park,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002275,Havering 015D,E09000016,Havering,E05013970,Emerson Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002276,Havering 001A,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002277,Havering 002A,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002278,Havering 001B,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002279,Havering 002B,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002280,Havering 004A,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002281,Havering 002C,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002282,Havering 004B,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002283,Havering 002D,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002284,Havering 004C,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002285,Havering 025B,E09000016,Havering,E05013972,Hacton,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002286,Havering 025C,E09000016,Havering,E05013972,Hacton,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002287,Havering 023A,E09000016,Havering,E05013969,Elm Park,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002288,Havering 025D,E09000016,Havering,E05013972,Hacton,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002289,Havering 022B,E09000016,Havering,E05013982,St Andrew's,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002290,Havering 025E,E09000016,Havering,E05013972,Hacton,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002291,Havering 023B,E09000016,Havering,E05013982,St Andrew's,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002292,Havering 022C,E09000016,Havering,E05013972,Hacton,NEL,nel__havering_havering_south,Havering Havering South,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002294,Havering 007B,E09000016,Havering,E05013973,Harold Wood,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002295,Havering 010C,E09000016,Havering,E05013973,Harold Wood,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002296,Havering 007C,E09000016,Havering,E05013973,Harold Wood,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002297,Havering 004D,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002298,Havering 007D,E09000016,Havering,E05013973,Harold Wood,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002299,Havering 002E,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002300,Havering 007E,E09000016,Havering,E05013973,Harold Wood,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002301,Havering 003A,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002302,Havering 005A,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002303,Havering 003B,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002304,Havering 003C,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002305,Havering 005B,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002306,Havering 003D,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002307,Havering 003E,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002308,Havering 005C,E09000016,Havering,E05013974,Havering-atte-Bower,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002309,Havering 006A,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002310,Havering 006B,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002311,Havering 006C,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002312,Havering 001C,E09000016,Havering,E05013971,Gooshays,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002313,Havering 001D,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002314,Havering 004E,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002315,Havering 006D,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002316,Havering 004F,E09000016,Havering,E05013975,Heaton,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002317,Havering 014C,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002318,Havering 014D,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002319,Havering 016A,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002320,Havering 021A,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002321,Havering 021B,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002322,Havering 021C,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002323,Havering 021D,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002324,Havering 021E,E09000016,Havering,E05013976,Hylands & Harrow Lodge,NEL,nel__havering_havering_liberty,Havering Havering Liberty,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002325,Havering 011C,E09000016,Havering,E05013978,Mawneys,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002326,Havering 005D,E09000016,Havering,E05013978,Mawneys,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002327,Havering 009A,E09000016,Havering,E05013978,Mawneys,NEL,nel__havering_havering_north,Havering Havering North,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01002328,Havering 009B,E09000016,Havering,E05013978,Mawneys,NEL,nel__havering_havering_marshall,Havering Havering Marshall,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
